company,rating,location,positionName,min_salary,max_salary,average_salary,skills,skill_categories,skills_count_all,skills_count_single,total_skills,city
NOV Inc.,3.8,"Houston, TX 77042","Sr. Manager, AI Strategy & Implementation",,,,"['optimization', 'machine learning', 'nlp', 'computer vision', 'generative ai', 'ai/ml', 'data lakes', 'model monitoring']","[1, 2, 2, 2, 2, 2, 5, 8]",8,"[0, 1, 5, 0, 0, 1, 0, 0, 1, 0, 0]",8,Houston
Flex Employee Services,4.0,"Alpharetta, GA 30004",Natural Language (NL) Data Scientist,176800.0,228800.0,202800.0,"['python', 'c#', 'classification', 'machine learning', 'nlp', 'ai/ml', 'sql', 'mongodb', 'aws', 'azure', 'power bi']","[0, 0, 1, 2, 2, 2, 5, 5, 6, 6, 7]",11,"[2, 1, 3, 0, 0, 2, 2, 1, 0, 0, 0]",11,Alpharetta
Peloton,3.2,"New York, NY 10011","Sr. Data Scientist, Product Analytics - (e-commerce)",173500.0,213100.0,193300.0,"['python', 'r', 'statistics', 'data science', 'sql', 'tableau', 'looker', 'data visualization', 'economics', 'communication skills']","[0, 0, 1, 2, 5, 7, 7, 7, 10, 10]",10,"[2, 1, 1, 0, 0, 1, 0, 3, 0, 0, 2]",10,New York
CONSULTREE CONSULTING SERVICES LLC,0.0,Remote,ML Engineer w/USC/GC/H4EAD,124800.0,135200.0,130000.0,"['python', 'statistics', 'machine learning', 'data science', 'data pipelines', 'sql', 'physics']","[0, 1, 2, 2, 4, 5, 10]",7,"[1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 1]",7,Remote
"Prime Time Consulting, L.L.C",3.0,"Fort Meade, MD 20755",Data Scientist Skill Level 1,70000.0,100000.0,85000.0,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'data mining', 'sql', 'operations research']","[0, 0, 0, 1, 2, 2, 5, 10]",8,"[3, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1]",8,Fort Meade
MASE Insights,0.0,"New York, NY 10007",Senior Data Analyst,135200.0,145600.0,140400.0,"['shell scripting', 'statistics', 'optimization', 'statistical modeling', 'machine learning', 'sql', 'oracle', 'excel', 'tableau', 'power bi', 'data visualization', 'communication skills']","[0, 1, 1, 1, 2, 5, 5, 7, 7, 7, 7, 10]",12,"[1, 3, 1, 0, 0, 2, 0, 4, 0, 0, 1]",12,New York
Louisiana State University,4.1,"Baton Rouge, LA 70808",Senior Audit Data Analyst,,,,"['data science', 'data mining', 'excel', 'tableau', 'business intelligence', 'economics', 'finance', 'compliance', 'critical thinking', 'communication skills']","[2, 2, 7, 7, 7, 10, 10, 10, 10, 10]",10,"[0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 5]",10,Baton Rouge
Elder Research,4.6,"Arlington, VA 22201",Data Scientist,,,,"['python', 'statistics', 'clustering', 'statistical modeling', 'machine learning', 'nlp', 'anomaly detection', 'artificial intelligence', 'data science', 'data mining', 'databricks', 'big data', 'sql', 'data visualization', 'operations research']","[0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 5, 7, 10]",15,"[1, 3, 6, 0, 2, 1, 0, 1, 0, 0, 1]",15,Arlington
Collaborating Techs LLC,0.0,"Dallas, TX",Sr Data Analyst,106080.0,106080.0,106080.0,"['sql', 'data warehousing', 'data modeling', 'tableau', 'power bi', 'looker', 'security', 'communication skills']","[5, 5, 5, 7, 7, 7, 10, 10]",8,"[0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 2]",8,Dallas
Wells Fargo,3.6,"Irving, NY","Senior Quantitative Analytics Specialist - R&D GenAI, Agentic AI and ML",111100.0,237100.0,174100.0,"['python', 'java', 'c++', 'statistics', 'machine learning', 'generative ai', 'large language models', 'ai/ml', 'ai/ml development', 'artificial intelligence', 'foundation models', 'tensorflow', 'pytorch', 'hugging face', 'aws', 'economics', 'finance', 'fraud detection', 'compliance', 'physics']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 6, 10, 10, 10, 10, 10]",20,"[3, 1, 7, 3, 0, 0, 1, 0, 0, 0, 5]",20,Irving
LiveRamp,3.4,"San Francisco, CA",AI/Automation Engineer,,,,"['python', 'prompt engineering', 'aws', 'gcp', 'compliance', 'data ethics']","[0, 2, 6, 6, 10, 10]",6,"[1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2]",6,San Francisco
Flywire,3.8,"Boston, MA",AI Engineer,,,,"['python', 'nlp', 'generative ai', 'large language models', 'ai/ml', 'redis', 'aws', 'ci/cd', 'model deployment', 'finance']","[0, 2, 2, 2, 2, 5, 6, 6, 8, 10]",10,"[1, 0, 4, 0, 0, 1, 2, 0, 1, 0, 1]",10,Boston
GSK,4.1,"Collegeville, PA 19426","Product Director, Central Monitoring & Data Analytics",,,,"['ai/ml', 'oracle', 'compliance', 'security']","[2, 5, 10, 10]",4,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2]",4,Collegeville
Lovelytics,0.0,Remote,"Lead Consultant, Machine Learning Engineer",,,,"['machine learning', 'nlp', 'pytorch', 'hugging face', 'transformers', 'spark', 'databricks', 'big data', 'data pipelines', 'data warehousing', 'data modeling', 'ci/cd', 'compliance', 'security', 'communication skills']","[2, 2, 3, 3, 3, 4, 4, 4, 4, 5, 5, 6, 10, 10, 10]",15,"[0, 0, 2, 3, 4, 2, 1, 0, 0, 0, 3]",15,Remote
Bank of America,3.8,"Charlotte, NC 28202",Sr. Data Analyst- Traded Products,,,,"['sql', 'data modeling', 'excel', 'compliance', 'security', 'data governance']","[5, 5, 7, 10, 10, 10]",6,"[0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 3]",6,Charlotte
Peloton,4.8,"Sunnyvale, CA","Data Scientist, Product Analytics",140400.0,166100.0,153250.0,"['python', 'statistics', 'hypothesis testing', 'clustering', 'optimization', 'machine learning', 'data science', 'numpy', 'pandas', 'data wrangling', 'sql', 'data storytelling', 'communication skills']","[0, 1, 1, 1, 1, 2, 2, 3, 3, 4, 5, 7, 10]",13,"[1, 4, 2, 2, 1, 1, 0, 1, 0, 0, 1]",13,Sunnyvale
BetaNXT Inc,3.0,United States,Senior AI Engineer,,,,"['machine learning', 'nlp', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'data privacy']","[2, 2, 2, 2, 3, 3, 10]",7,"[0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 1]",7,United States
Emcube Technlogy,0.0,"Aberdeen, MD 21001",Data Scientist,,,,"['python', 'r', 'statistics', 'machine learning', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'matplotlib', 'spark', 'hadoop', 'big data', 'data pipelines', 'sql', 'postgresql', 'data modeling', 'aws', 'azure', 'gcp', 'github', 'tableau', 'power bi', 'data visualization', 'model deployment']","[0, 0, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 6, 6, 6, 6, 7, 7, 7, 8]",24,"[2, 1, 3, 3, 4, 3, 4, 3, 1, 0, 0]",24,Aberdeen
Motorola Solutions,4.1,"Richardson, TX 75081",Gen AI Engineering Manager,90000.0,144000.0,117000.0,"['generative ai', 'llm', 'rag', 'ai/ml', 'data science', 'security', 'communication skills']","[2, 2, 2, 2, 2, 10, 10]",7,"[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2]",7,Richardson
Chicago Trading Company (CTC),4.0,"Chicago, IL",Systematic Trading - Senior Data Scientist,,,,"['python', 'linux', 'artificial intelligence', 'numpy', 'pandas', 'airflow', 'etl', 'data pipelines', 'sql', 'communication skills']","[0, 0, 2, 3, 3, 4, 4, 4, 5, 10]",10,"[2, 0, 1, 2, 3, 1, 0, 0, 0, 0, 1]",10,Chicago
Airwallex,2.3,"San Francisco, CA","Senior Data Scientist, Analytics (Growth)",150000.0,230000.0,190000.0,"['python', 'r', 'statistics', 'machine learning', 'sql', 'data modeling', 'economics', 'finance', 'marketing analytics']","[0, 0, 1, 2, 5, 5, 10, 10, 10]",9,"[2, 1, 1, 0, 0, 2, 0, 0, 0, 0, 3]",9,San Francisco
Motion Recruitment,3.7,"Chantilly, VA","Data Engineer, TS/SCI FSP",135000.0,170000.0,152500.0,"['python', 'java', 'machine learning', 'artificial intelligence', 'kafka', 'data infrastructure', 'data engineering', 'sql', 'security', 'cyber security']","[0, 0, 2, 2, 4, 4, 4, 5, 10, 10]",10,"[2, 0, 2, 0, 3, 1, 0, 0, 0, 0, 2]",10,Chantilly
Meijer,3.3,"Grand Rapids, MI 49525",Principal Data Scientist,,,,"['python', 'r', 'statistics', 'machine learning', 'nlp', 'natural language processing', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'scikit', 'numpy', 'pandas', 'nltk', 'databricks', 'sql', 'azure', 'azure ml', 'github', 'economics', 'security', 'team leadership']","[0, 0, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 5, 6, 6, 6, 10, 10, 10]",22,"[2, 1, 5, 6, 1, 1, 3, 0, 0, 0, 3]",22,Grand Rapids
Syntelligent Analytic Solutions,3.6,"Anacostia, DC",Data Scientist,107000.0,115000.0,111000.0,"['python', 'machine learning', 'natural language processing', 'large language models', 'data science', 'data mining', 'sql', 'excel', 'data visualization', 'security']","[0, 2, 2, 2, 2, 2, 5, 7, 7, 10]",10,"[1, 0, 5, 0, 0, 1, 0, 2, 0, 0, 1]",10,Anacostia
Disney Entertainment and ESPN Product & Technology,0.0,"New York, NY 10013",Lead Machine Learning Engineer,175800.0,235700.0,205750.0,"['python', 'java', 'scala', 'machine learning', 'data mining', 'tensorflow', 'pytorch', 'spark', 'kafka', 'airflow', 'databricks', 'big data', 'etl', 'data pipelines', 'aws', 'sagemaker', 'docker', 'Kubeflow', 'data governance', 'communication skills']","[0, 0, 0, 2, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 10, 10]",20,"[3, 0, 2, 2, 7, 0, 4, 0, 0, 0, 2]",20,New York
Medtronic,3.8,"Irvine, CA",Senior Statistician - NV,118400.0,177600.0,148000.0,"['r', 'statistics', 'regression', 'statistical inference', 'gcp', 'excel', 'compliance']","[0, 1, 1, 1, 6, 7, 10]",7,"[1, 3, 0, 0, 0, 0, 1, 1, 0, 0, 1]",7,Irvine
Sumitomo Mitsui Banking Corporation,3.7,"New York, NY 10172",AI Governance Lead,163000.0,260000.0,211500.0,"['finance', 'compliance']","[10, 10]",2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,New York
Target,3.5,"Brooklyn Park, MN 55445",Sr Data Scientist - Merchandise Scaling (applied ML),95000.0,171000.0,133000.0,"['python', 'statistics', 'optimization', 'machine learning', 'data science', 'compliance', 'security', 'communication skills', 'physics', 'operations research']","[0, 1, 1, 2, 2, 10, 10, 10, 10, 10]",10,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 5]",10,Brooklyn Park
"Prime Time Consulting, L.L.C",3.0,"Fort Meade, MD 20755",Data Scientist Skill Level 2,115000.0,145000.0,130000.0,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'data mining', 'sql', 'operations research']","[0, 0, 0, 1, 2, 2, 5, 10]",8,"[3, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1]",8,Fort Meade
Denver Health,3.6,"Denver, CO 80203",Data Scientist,73500.0,113900.0,93700.0,"['sql', 'excel', 'tableau', 'data visualization']","[5, 7, 7, 7]",4,"[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]",4,Denver
Bosch Group,4.0,"Sunnyvale, CA 94085",Technical Lead- AI-based Autonomous Driving Systems,240000.0,300000.0,270000.0,"['python', 'c++', 'azure', 'communication skills']","[0, 0, 6, 10]",4,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",4,Sunnyvale
Emcube Technlogy,0.0,"Aberdeen, MD 21001",AI/ML Engineer,100000.0,110000.0,105000.0,"['python', 'java', 'c++', 'calculus', 'linear algebra', 'probability', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'ai/ml', 'artificial intelligence', 'tensorflow', 'pytorch', 'keras', 'spark', 'hadoop', 'big data', 'aws', 'azure', 'gcp', 'github', 'ci/cd', 'model evaluation']","[0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 6, 6, 6, 6, 6, 8]",25,"[3, 3, 7, 3, 3, 0, 5, 0, 1, 0, 0]",25,Aberdeen
Emcube Technlogy,0.0,"Aberdeen, MD 21001",Gen AI Specialist,85000.0,125000.0,105000.0,"['python', 'machine learning', 'nlp', 'natural language processing', 'computer vision', 'reinforcement learning', 'generative ai', 'large language models', 'artificial intelligence', 'tensorflow', 'pytorch', 'numpy', 'pandas', 'hugging face', 'transformers', 'spark', 'aws', 'sagemaker', 'github', 'model deployment', 'distributed computing', 'dask', 'compliance']","[0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 6, 6, 6, 8, 9, 9, 10]",23,"[1, 0, 8, 6, 1, 0, 3, 0, 1, 2, 1]",23,Aberdeen
JPMorganChase,3.9,"Plano, TX 75024","Principal Software Engineer - AWS, Java, AI",,,,"['java', 'machine learning', 'artificial intelligence', 'aws', 'security']","[0, 2, 2, 6, 10]",5,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1]",5,Plano
Key2Source INC,0.0,Remote,ML Engineer,166400.0,187200.0,176800.0,"['python', 'machine learning', 'big data']","[0, 2, 4]",3,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",3,Remote
The Knot Worldwide,3.4,"Washington, DC","Director, Data Science tags.new",,,,"['python', 'c', 'go', 'statistics', 'optimization', 'experimental design', 'machine learning', 'data science', 'spark', 'databricks', 'big data', 'data engineering', 'sql', 'aws', 'azure', 'gcp', 'economics', 'data governance']","[0, 0, 0, 1, 1, 1, 2, 2, 4, 4, 4, 4, 5, 6, 6, 6, 10, 10]",18,"[3, 3, 2, 0, 4, 1, 3, 0, 0, 0, 2]",18,Washington
Amazon,3.5,"Seattle, WA","Principal Applied Scientist - Generative AI, Trust and Store Integrity Science",179000.0,309400.0,244200.0,"['python', 'machine learning', 'natural language processing', 'generative ai', 'large language models', 'ai/ml', 'aws', 'fraud detection']","[0, 2, 2, 2, 2, 2, 6, 10]",8,"[1, 0, 5, 0, 0, 0, 1, 0, 0, 0, 1]",8,Seattle
MojoTech,0.0,Remote,Data & AI Architect,130000.0,170000.0,150000.0,"['python', 'optimization', 'generative ai', 'rag', 'spark', 'airflow', 'databricks', 'big data', 'data pipelines', 'data engineering', 'sql', 'data modeling', 'aws', 'sagemaker', 'ci/cd', 'security']","[0, 1, 2, 2, 4, 4, 4, 4, 4, 4, 5, 5, 6, 6, 6, 10]",16,"[1, 1, 2, 0, 6, 2, 3, 0, 0, 0, 1]",16,Remote
Shield Consulting Solutions,4.0,"Annapolis Junction, MD",Artificial Intelligence/Machine Learning (AI/ML) Engineer,,,,"['machine learning', 'deep learning', 'ai/ml', 'artificial intelligence', 'data science']","[2, 2, 2, 2, 2]",5,"[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",5,Annapolis Junction
Intuit,4.1,"Plano, TX 75024","Manager 3, Data Science",,,,"['python', 'statistics', 'llm', 'data science', 'sql', 'tableau', 'data visualization', 'finance']","[0, 1, 2, 2, 5, 7, 7, 10]",8,"[1, 1, 2, 0, 0, 1, 0, 2, 0, 0, 1]",8,Plano
Lytx,3.4,"San Diego, CA 92121",Senior Machine Learning Operation Engineer,179500.0,189000.0,184250.0,"['python', 'c++', 'go', 'linux', 'regression', 'machine learning', 'mapreduce', 'airflow', 'big data', 'data engineering', 'aws', 'sagemaker', 'ansible', 'git', 'model deployment']","[0, 0, 0, 0, 1, 2, 4, 4, 4, 4, 6, 6, 6, 6, 8]",15,"[4, 1, 1, 0, 4, 0, 4, 0, 1, 0, 0]",15,San Diego
Infosys,3.8,"Charlotte, NC",Lead AI/ML Engineer-Python and RAG,,,,"['python', 'optimization', 'machine learning', 'deep learning', 'nlp', 'generative ai', 'rag', 'data science', 'vector databases', 'data engineering', 'aws', 'sagemaker', 'ci/cd', 'model monitoring', 'model validation', 'finance', 'communication skills']","[0, 1, 2, 2, 2, 2, 2, 2, 2, 4, 6, 6, 6, 8, 8, 10, 10]",17,"[1, 1, 7, 0, 1, 0, 3, 0, 2, 0, 2]",17,Charlotte
EchoStar Careers,0.0,"Englewood, CO 80112",Data Scientist II,115254.8,115254.8,115254.8,['sql'],[5],1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,Englewood
Joint Research and Development (JRAD),0.0,Remote,Mathematical Statistician III,85009.59999999999,169998.4,127504.0,"['statistics', 'security']","[1, 10]",2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,Remote
Bristol-Myers Squibb,4.1,"Cambridge, MA","Sr. Manager, Statistical Methodology and Innovation",,,,"['data science', 'excel', 'data privacy']","[2, 7, 10]",3,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",3,Cambridge
Shield Consulting Solutions,4.0,"Annapolis Junction, MD",Senior Data Scientist,,,,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'artificial intelligence', 'data mining', 'operations research']","[0, 0, 0, 1, 2, 2, 2, 10]",8,"[3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1]",8,Annapolis Junction
ManTech,3.9,"Ashburn, VA 20147",Artificial Intelligence Operations Engineer,,,,"['java', 'shell scripting', 'artificial intelligence', 'spark', 'hadoop', 'hive', 'pig', 'kafka', 'sql', 'oracle', 'mongodb', 'cassandra', 'dynamodb', 'nosql', 'elasticsearch', 'aws', 'jenkins', 'git', 'rest api', 'security']","[0, 0, 2, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 8, 10]",20,"[2, 0, 1, 0, 5, 7, 3, 0, 1, 0, 1]",20,Ashburn
Excelacom,3.2,"Reston, VA",Lead Generative AI Engineer,,,,"['python', 'optimization', 'machine learning', 'deep learning', 'nlp', 'reinforcement learning', 'generative ai', 'rag', 'ai/ml', 'data science', 'foundation models', 'pytorch', 'hugging face', 'transformers', 'kubernetes', 'excel', 'mlflow', 'llmops', 'ray', 'communication skills']","[0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 6, 7, 8, 8, 9, 10]",20,"[1, 1, 9, 3, 0, 0, 1, 1, 2, 1, 1]",20,Reston
Katalyst Healthcares & Life Sciences,4.0,"Dallas, TX",Principal Statistical Programmer,,,,['statistics'],[1],1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,Dallas
Cohere Health,2.7,Remote,"Senior Manager, Machine Learning",200000.0,225000.0,212500.0,"['python', 'statistics', 'classification', 'optimization', 'machine learning', 'nlp', 'large language models', 'data science', 'data mining', 'economics']","[0, 1, 1, 1, 2, 2, 2, 2, 2, 10]",10,"[1, 3, 5, 0, 0, 0, 0, 0, 0, 0, 1]",10,Remote
Orion Innovation,2.6,"Edison, NJ",Lead AI Full Stack ENgineer,,,,"['python', 'typescript', 'react', 'llm', 'rag', 'security']","[0, 0, 0, 2, 2, 10]",6,"[3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1]",6,Edison
Enabled Intelligence,0.0,"Falls Church, VA 22042",Data Annotation Team Supervisor,60000.0,65000.0,62500.0,"['artificial intelligence', 'excel', 'security', 'communication skills']","[2, 7, 10, 10]",4,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2]",4,Falls Church
Arkatechture,0.0,Remote,"Software Engineer, AI",,,,"['python', 'optimization', 'ai/ml', 'data science', 'databricks', 'data warehousing', 'aws', 'sagemaker', 'docker', 'kubernetes', 'git', 'ci/cd', 'business intelligence', 'model deployment']","[0, 1, 2, 2, 4, 5, 6, 6, 6, 6, 6, 6, 7, 8]",14,"[1, 1, 2, 0, 1, 1, 6, 1, 1, 0, 0]",14,Remote
The Hartford,3.6,"Chicago, IL 60290",Sr Data Scientist,110720.0,166080.0,138400.0,"['python', 'r', 'statistics', 'statistical modeling', 'machine learning', 'data science', 'data engineering', 'sql']","[0, 0, 1, 1, 2, 2, 4, 5]",8,"[2, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0]",8,Chicago
Uber,3.4,"New York, NY","Data Scientist II, Rider Experience",155000.0,172000.0,163500.0,"['python', 'r', 'go', 'statistics', 'machine learning', 'data science', 'predictive modeling', 'sql', 'economics', 'operations research']","[0, 0, 0, 1, 2, 2, 2, 5, 10, 10]",10,"[3, 1, 3, 0, 0, 1, 0, 0, 0, 0, 2]",10,New York
Career Vest,0.0,"Ohio, IL 61349",AI Engineer,81848.66,98570.42,90209.54000000001,"['python', 'r', 'java', 'machine learning', 'deep learning', 'nlp', 'computer vision', 'artificial intelligence', 'tensorflow', 'pytorch']","[0, 0, 0, 2, 2, 2, 2, 2, 3, 3]",10,"[3, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0]",10,Ohio
Teleskope,0.0,United States,Data Annotation Analyst,60000.0,75000.0,67500.0,"['classification', 'data science', 'data pipelines', 'security']","[1, 2, 4, 10]",4,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",4,United States
Syngenta Seeds,4.1,"Downers Grove, IL 60515",Senior Data Analyst,,,,"['statistics', 'sql', 'tableau', 'power bi', 'finance', 'sales analytics']","[1, 5, 7, 7, 10, 10]",6,"[0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 2]",6,Downers Grove
The Wonderful Company,3.1,"Los Angeles, CA 90064","Sr. Manager, AI & Analytics",180000.0,200000.0,190000.0,"['python', 'classification', 'optimization', 'machine learning', 'generative ai', 'large language models', 'rag', 'prompt engineering', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'hugging face', 'data pipelines', 'sql', 'oracle', 'aws', 'azure', 'tableau', 'power bi', 'finance']","[0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 5, 5, 6, 6, 7, 7, 10]",21,"[1, 2, 7, 3, 1, 2, 2, 2, 0, 0, 1]",21,Los Angeles
OWL Computing Inc.,0.0,"Grand Rapids, MI 49534",Software Developer/ AI Developer,65000.0,75000.0,70000.0,"['react', 'machine learning', 'nlp', 'computer vision', 'llm', 'rag', 'prompt engineering', 'ai/ml', 'tensorflow', 'aws', 'communication skills']","[0, 2, 2, 2, 2, 2, 2, 2, 3, 6, 10]",11,"[1, 0, 7, 1, 0, 0, 1, 0, 0, 0, 1]",11,Grand Rapids
Allstate,3.6,Remote,Data Scientist-Sr Consultant II,95700.0,152690.0,124195.0,"['python', 'r', 'linux', 'statistics', 'statistical modeling', 'machine learning', 'deep learning', 'nlp', 'data science', 'predictive modeling', 'sql', 'aws', 'azure']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 5, 6, 6]",13,"[3, 2, 5, 0, 0, 1, 2, 0, 0, 0, 0]",13,Remote
MIDCONTINENT INDEPENDENT SYSTEM,3.2,"Carmel, IN 46032",Senior Power Systems Data Scientist,115000.0,134000.0,124500.0,"['python', 'r', 'hypothesis testing', 'regression', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'large language models', 'data science', 'predictive modeling', 'spark', 'databricks', 'big data', 'sql', 'azure', 'github', 'high-performance computing']","[0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 4, 5, 6, 6, 9]",18,"[2, 3, 6, 0, 3, 1, 2, 0, 0, 1, 0]",18,Carmel
Auto-Owners Insurance,3.5,"Lansing, MI",Data Scientist,,,,"['python', 'r', 'statistics', 'classification', 'clustering', 'regression', 'machine learning', 'deep learning', 'data science', 'tensorflow', 'keras', 'sql', 'economics', 'security', 'communication skills', 'physics', 'operations research']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 5, 10, 10, 10, 10, 10]",17,"[2, 4, 3, 2, 0, 1, 0, 0, 0, 0, 5]",17,Lansing
Handshake,3.7,"New York, NY","Human Data Manager, Handshake AI",110000.0,140000.0,125000.0,"['machine learning', 'llm', 'sql']","[2, 2, 5]",3,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0]",3,New York
Amazon.com Services LLC,3.5,"New York, NY","Software Dev Engineer II, Measurement, Ad Tech, and Data Science (MADS)",129300.0,223600.0,176450.0,[],[],0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,New York
Steampunk,3.3,"McLean, VA 22102",Senior Data Scientist,140000.0,190000.0,165000.0,"['python', 'r', 'java', 'scala', 'bash', 'unix', 'deep learning', 'generative ai', 'data science', 'tensorflow', 'keras', 'torch', 'spark', 'hadoop', 'big data', 'sql', 'elasticsearch', 'data modeling', 'aws', 'azure', 'gcp', 'sagemaker', 'git', 'tableau', 'power bi', 'data visualization', 'flask']","[0, 0, 0, 0, 0, 0, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 7, 7, 7, 8]",27,"[6, 0, 3, 3, 3, 3, 5, 3, 1, 0, 0]",27,McLean
PayPal,3.8,"Scottsdale, AZ",Data Scientist 1,123500.0,212850.0,168175.0,"['sql', 'excel', 'business intelligence', 'security', 'communication skills']","[5, 7, 7, 10, 10]",5,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2]",5,Scottsdale
Improvix Technologies,5.0,"Washington, DC 20036",Data Scientist,,,,"['python', 'r', 'matlab', 'statistics', 'classification', 'clustering', 'graph theory', 'statistical modeling', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'reinforcement learning', 'artificial intelligence', 'data science', 'data mining', 'matplotlib', 'seaborn', 'spark', 'hadoop', 'big data', 'data pipelines', 'aws', 'azure', 'git', 'tableau', 'power bi', 'data visualization', 'model deployment', 'parallel processing', 'distributed computing', 'communication skills']","[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 6, 6, 6, 7, 7, 7, 8, 9, 9, 10]",33,"[3, 5, 9, 2, 4, 0, 3, 3, 1, 2, 1]",33,Washington
Steampunk,3.3,"McLean, VA 22102",Machine Learning Engineer,115000.0,150000.0,132500.0,"['python', 'r', 'java', 'machine learning', 'ai/ml', 'tensorflow', 'pytorch', 'spark', 'hadoop', 'big data', 'data pipelines', 'aws', 'azure', 'git', 'ci/cd', 'model evaluation', 'communication skills']","[0, 0, 0, 2, 2, 3, 3, 4, 4, 4, 4, 6, 6, 6, 6, 8, 10]",17,"[3, 0, 2, 2, 4, 0, 4, 0, 1, 0, 1]",17,McLean
Hebrew SeniorLife,3.6,"Roslindale, MA 02131",Data Scientist III,,,,"['unix', 'linux', 'regression', 'data science', 'aws', 'high performance computing', 'distributed computing', 'bioinformatics']","[0, 0, 1, 2, 6, 9, 9, 10]",8,"[2, 1, 1, 0, 0, 0, 1, 0, 0, 2, 1]",8,Roslindale
PM Control Systems Pte Ltd,3.0,"Fort Collins, CO",Data Scientist,79360.0,119040.0,99200.0,"['python', 'statistics', 'machine learning', 'ai/ml', 'data science', 'predictive modeling', 'airflow', 'etl', 'data pipelines', 'data infrastructure', 'data engineering', 'sql', 'compliance', 'communication skills']","[0, 1, 2, 2, 2, 2, 4, 4, 4, 4, 4, 5, 10, 10]",14,"[1, 1, 4, 0, 5, 1, 0, 0, 0, 0, 2]",14,Fort Collins
