company,rating,location,positionName,min_salary,max_salary,average_salary,skills,skill_categories,skills_count_all,skills_count_single,total_skills,city
Microsoft,4.2,"Redmond, WA 98052",Principal Engineering Lead – Gaming AI,163000.0,331200.0,247100.0,"['python', 'java', 'c', 'c#', 'c++', 'typescript', 'javascript', 'game development']","[0, 0, 0, 0, 0, 0, 0, 10]",8,"[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",8,Redmond
Amazon,3.5,"Seattle, WA","Principal Partner GTM - Agentic AI, Data & AI - Partner GTM and Specialist Team",158400.0,262000.0,210200.0,"['ai/ml', 'aws']","[2, 6]",2,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,Seattle
Costello Medical,3.3,"Boston, MA",Statistician,73000.0,76000.0,74500.0,"['python', 'r', 'statistics', 'regression', 'sql', 'excel', 'project management', 'communication skills']","[0, 0, 1, 1, 5, 7, 10, 10]",8,"[2, 2, 0, 0, 0, 1, 0, 1, 0, 0, 2]",8,Boston
Amazon,3.5,"Seattle, WA","Sr GenAI GTM Specialist - Partner - Startups, Data & AI Partner GTM Team",133200.0,220200.0,176700.0,"['ai/ml', 'aws']","[2, 6]",2,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,Seattle
Amazon,3.5,"Seattle, WA","Sr. GenAI GTM - Partner, Data & AI - Partner GTM and Specialist Team",133200.0,220200.0,176700.0,"['ai/ml', 'aws']","[2, 6]",2,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,Seattle
Lockheed Martin,4.0,"Fort Worth, TX 76102",AI Platform Engineering Manager,,,,"['python', 'java', 'c++', 'go', 'machine learning', 'natural language processing', 'computer vision', 'large language models', 'ai/ml', 'artificial intelligence', 'ai engineering', 'tensorflow', 'pytorch', 'git', 'gitlab', 'model interpretability', 'security']","[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 6, 6, 8, 10]",17,"[4, 0, 7, 2, 0, 0, 2, 0, 1, 0, 1]",17,Fort Worth
Wells Fargo,3.6,"Charlotte, NC",Lead Artificial Intelligence Solutions Consultant,,,,"['python', 'machine learning', 'generative ai', 'ai/ml', 'artificial intelligence', 'compliance', 'communication skills']","[0, 2, 2, 2, 2, 10, 10]",7,"[1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2]",7,Charlotte
Amazon,3.5,"San Francisco, CA","Senior Software Development Engineer - AI Innovation & Vibe Coding, Amazon Music",151300.0,261500.0,206400.0,"['machine learning', 'generative ai', 'ai/ml']","[2, 2, 2]",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",3,San Francisco
Amazon.com Services LLC,3.5,"Seattle, WA","Applied Science Manager, Customer Behavior Analytics",165500.0,286000.0,225750.0,"['python', 'scala', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'reinforcement learning', 'recommendation systems', 'large language models', 'ai/ml', 'communication skills']","[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 10]",12,"[2, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1]",12,Seattle
Amazon,3.5,"Seattle, WA","Applied Science Manager, Customer Behavior Analytics",165500.0,286000.0,225750.0,"['python', 'scala', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'reinforcement learning', 'recommendation systems', 'large language models', 'ai/ml', 'communication skills']","[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 10]",12,"[2, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1]",12,Seattle
Grid Dynamics,3.4,United States,"Python Engineer - Python, C++, Machine learning",,,,"['python', 'linux', 'tensorflow', 'aws', 'communication skills']","[0, 0, 3, 6, 10]",5,"[2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",5,United States
Whatnot,4.0,"New York, NY",Data & Marketplace Integrity,185000.0,205000.0,195000.0,"['spark', 'big data', 'sql', 'tableau', 'looker']","[4, 4, 5, 7, 7]",5,"[0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0]",5,New York
Bristol-Myers Squibb,4.1,"Princeton, NJ","Senior Manager, Analytical AI Forecasting and Predictive Solutions",,,,"['machine learning', 'data science', 'sql', 'aws', 'azure', 'git', 'excel', 'tableau', 'finance', 'data privacy']","[2, 2, 5, 6, 6, 6, 7, 7, 10, 10]",10,"[0, 0, 2, 0, 0, 1, 3, 2, 0, 0, 2]",10,Princeton
ServiceNow,3.8,"Santa Clara, CA 95054",AI Value Methodology Lead,197800.0,346200.0,272000.0,"['ai/ml', 'artificial intelligence', 'data science', 'data modeling', 'excel', 'tableau', 'power bi', 'economics']","[2, 2, 2, 5, 7, 7, 7, 10]",8,"[0, 0, 3, 0, 0, 1, 0, 3, 0, 0, 1]",8,Santa Clara
OpenAI,4.5,"San Francisco, CA","Engineering Manager, Mulitimodal (API)",325000.0,405000.0,365000.0,"['computer vision', 'ai/ml', 'artificial intelligence', 'security', 'communication skills']","[2, 2, 2, 10, 10]",5,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2]",5,San Francisco
Atlassian,3.9,"San Francisco, CA 94104","PRINCIPAL DATA SCIENTISTS, CUSTOMER ANALYTICS – ECOSYSTEM",188885.0,233400.0,211142.5,"['python', 'r', 'go', 'clustering', 'regression', 'machine learning', 'data science', 'numpy', 'pandas', 'streamlit', 'spark', 'sql', 'tableau']","[0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 5, 7]",13,"[3, 2, 2, 3, 1, 1, 0, 1, 0, 0, 0]",13,San Francisco
Apple,4.1,"Sunnyvale, CA","Software Engineer (Data), Ai & Data Platforms",143100.0,214500.0,178800.0,"['python', 'java', 'scala', 'anomaly detection', 'artificial intelligence', 'streamlit', 'spark', 'kafka', 'airflow', 'big data', 'etl', 'data pipelines', 'data warehousing', 'aws', 'azure', 'tableau', 'looker', 'superset', 'data visualization', 'finance']","[0, 0, 0, 2, 2, 3, 4, 4, 4, 4, 4, 4, 5, 6, 6, 7, 7, 7, 7, 10]",20,"[3, 0, 2, 1, 6, 1, 2, 4, 0, 0, 1]",20,Sunnyvale
Firebird AST,4.2,"Albuquerque, NM 87101",Data Scientist SME,,,,"['machine learning', 'data science', 'aws', 'azure', 'high performance computing', 'security', 'communication skills']","[2, 2, 6, 6, 9, 10, 10]",7,"[0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 2]",7,Albuquerque
Pylon,3.3,"San Francisco, CA",Software Engineer (AI Agents),180000.0,210000.0,195000.0,"['react', 'aws']","[0, 6]",2,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,San Francisco
Goldman Sachs,3.9,"Dallas, TX 75201",Compliance-Dallas-Associate-Machine Learning Engineer,,,,"['python', 'scala', 'machine learning', 'deep learning', 'prompt engineering', 'tensorflow', 'pytorch', 'big data', 'gcp', 'compliance']","[0, 0, 2, 2, 2, 3, 3, 4, 6, 10]",10,"[2, 0, 3, 2, 1, 0, 1, 0, 0, 0, 1]",10,Dallas
Booz Allen,3.9,"Offutt AFB, NE",AI and ML Engineer,99000.0,225000.0,162000.0,"['python', 'machine learning', 'nlp', 'natural language processing', 'large language models', 'llm', 'prompt engineering', 'artificial intelligence', 'tensorflow', 'pytorch', 'hugging face', 'security']","[0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 10]",12,"[1, 0, 7, 3, 0, 0, 0, 0, 0, 0, 1]",12,Offutt AFB
Millicom,4.2,"Mora, LA",Especialista en Ciencias de Datos,,,,"['python', 'r', 'machine learning', 'deep learning', 'xgboost', 'lightgbm', 'spark', 'hadoop', 'databricks', 'etl', 'sql', 'oracle', 'git', 'excel', 'mlflow', 'compliance']","[0, 0, 2, 2, 3, 3, 4, 4, 4, 4, 5, 5, 6, 7, 8, 10]",16,"[2, 0, 2, 2, 4, 2, 1, 1, 1, 0, 1]",16,Mora
Rockefeller Capital Management,3.2,"New York, NY 10111",Head of AI Strategy,250000.0,350000.0,300000.0,"['machine learning', 'natural language processing', 'generative ai', 'artificial intelligence', 'data science', 'finance', 'data privacy', 'critical thinking', 'communication skills', 'quantum computing']","[2, 2, 2, 2, 2, 10, 10, 10, 10, 10]",10,"[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5]",10,New York
Costello Medical,3.3,"Boston, MA",Senior Statistician,95000.0,102000.0,98500.0,"['python', 'r', 'go', 'statistics', 'regression', 'sql', 'excel', 'communication skills']","[0, 0, 0, 1, 1, 5, 7, 10]",8,"[3, 2, 0, 0, 0, 1, 0, 1, 0, 0, 1]",8,Boston
PRICE WATERHOUSE COOPERS,3.9,"New York, NY",Managed Services - Applied AI Operations - Senior Associate,77000.0,202000.0,139500.0,"['machine learning', 'llm', 'artificial intelligence', 'prompt tuning', 'hugging face', 'transformers', 'data pipelines', 'mlflow', 'compliance', 'critical thinking', 'robotics']","[2, 2, 2, 2, 3, 3, 4, 8, 10, 10, 10]",11,"[0, 0, 4, 2, 1, 0, 0, 0, 1, 0, 3]",11,New York
Tiger Analytics,3.9,New Jersey,Lead Data Scientist,,,,"['python', 'optimization', 'machine learning', 'data science', 'data mining', 'tensorflow', 'pytorch', 'scipy', 'numpy', 'databricks', 'sql', 'github', 'ci/cd', 'operations research']","[0, 1, 2, 2, 2, 3, 3, 3, 3, 4, 5, 6, 6, 10]",14,"[1, 1, 3, 4, 1, 1, 2, 0, 0, 0, 1]",14,New Jersey
"Ishpi Information Technologies, Inc",4.0,"Chesapeake, VA",Data Analytic Developer (Hybrid),,,,"['python', 'sql', 'oracle', 'excel', 'communication skills']","[0, 5, 5, 7, 10]",5,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1]",5,Chesapeake
paypal,3.8,"San Jose, CA","Senior Director of Product, Consumer AI PayPal",209000.0,359150.0,284075.0,"['machine learning', 'data science', 'compliance', 'security', 'communication skills']","[2, 2, 10, 10, 10]",5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3]",5,San Jose
January,4.2,"Menlo Park, CA",Senior AI Engineer,150000.0,250000.0,200000.0,"['python', 'machine learning', 'large language models', 'rag', 'vector databases', 'tensorflow', 'pytorch', 'hugging face', 'sql', 'aws', 'gcp', 'model evaluation']","[0, 2, 2, 2, 2, 3, 3, 3, 5, 6, 6, 8]",12,"[1, 0, 4, 3, 0, 1, 2, 0, 1, 0, 0]",12,Menlo Park
Loon,5.0,"Mountain View, CA","2025 PhD / Masters Residency - ML, AI for Mental Health",109000.0,150000.0,129500.0,"['python', 'machine learning', 'llm', 'tensorflow', 'pytorch', 'data pipelines', 'aws', 'azure', 'gcp', 'hpc', 'distributed computing', 'communication skills']","[0, 2, 2, 3, 3, 4, 6, 6, 6, 9, 9, 10]",12,"[1, 0, 2, 2, 1, 0, 3, 0, 0, 2, 1]",12,Mountain View
"Red Hat, Inc.",4.0,"Boston, MA 02210",Senior Integration Engineer - AI and Hardware Accelerators,133650.0,220680.0,177165.0,"['linux', 'optimization', 'ai/ml', 'tensorflow', 'pytorch', 'kubernetes']","[0, 1, 2, 3, 3, 6]",6,"[1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0]",6,Boston
enArchAI,0.0,Remote,Data Scientist,176800.0,176800.0,176800.0,"['python', 'statistics', 'optimization', 'aws', 'azure', 'gcp']","[0, 1, 1, 6, 6, 6]",6,"[1, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0]",6,Remote
ChipStack,0.0,"San Jose, CA",Staff ML Engineer - Infrastructure,,,,"['python', 'go', 'optimization', 'tensorflow', 'pytorch', 'data pipelines', 'data infrastructure', 'aws', 'gcp', 'docker', 'kubernetes', 'communication skills']","[0, 0, 1, 3, 3, 4, 4, 6, 6, 6, 6, 10]",12,"[2, 1, 0, 2, 2, 0, 4, 0, 0, 0, 1]",12,San Jose
Altria,4.0,United States,"Senior Manager, AI Enablement",128700.0,196200.0,162450.0,"['statistics', 'optimization', 'nlp', 'natural language processing', 'large language models', 'ai/ml', 'data science', 'databricks', 'azure', 'data governance']","[1, 1, 2, 2, 2, 2, 2, 4, 6, 10]",10,"[0, 2, 5, 0, 1, 0, 1, 0, 0, 0, 1]",10,United States
Okta,3.9,"San Francisco, CA",Staff AI Engineer,,,,"['python', 'java', 'go', 'optimization', 'deep learning', 'nlp', 'generative ai', 'large language models', 'pytorch', 'aws', 'security', 'data privacy']","[0, 0, 0, 1, 2, 2, 2, 2, 3, 6, 10, 10]",12,"[3, 1, 4, 1, 0, 0, 1, 0, 0, 0, 2]",12,San Francisco
Dew Software,0.0,"Austin, TX 78701",AI/ML Engineer,104000.0,124800.0,114400.0,"['python', 'machine learning', 'tensorflow', 'pytorch', 'databricks', 'data engineering', 'ci/cd']","[0, 2, 3, 3, 4, 4, 6]",7,"[1, 0, 1, 2, 2, 0, 1, 0, 0, 0, 0]",7,Austin
enArchAI,0.0,Remote,GenAI/LLM Engineer,197600.0,197600.0,197600.0,"['optimization', 'deep learning', 'nlp', 'large language models', 'llm', 'rag', 'data science', 'vector databases', 'tensorflow', 'pytorch', 'hugging face', 'data pipelines', 'model deployment', 'llmops', 'compliance']","[1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 8, 8, 10]",15,"[0, 1, 7, 3, 1, 0, 0, 0, 2, 0, 1]",15,Remote
Adobe,4.3,"San Jose, CA 95110",2025 University Graduate - AI/ML Engineer,85500.0,163500.0,124500.0,"['python', 'java', 'c++', 'machine learning', 'nlp', 'natural language processing', 'computer vision', 'generative ai', 'large language models', 'llm', 'data science', 'tensorflow', 'pytorch', 'compliance', 'communication skills']","[0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 10, 10]",15,"[3, 0, 8, 2, 0, 0, 0, 0, 0, 0, 2]",15,San Jose
Uber,3.4,"San Francisco, CA",Senior Machine Learning Engineer - Membership,198000.0,220000.0,209000.0,"['python', 'java', 'c++', 'go', 'optimization', 'machine learning', 'spark', 'etl', 'excel', 'critical thinking']","[0, 0, 0, 0, 1, 2, 4, 4, 7, 10]",10,"[4, 1, 1, 0, 2, 0, 0, 1, 0, 0, 1]",10,San Francisco
Amazon.com Services LLC,3.5,"San Francisco, CA","Senior Software Development Engineer - AI Innovation & Vibe Coding, Amazon Music",151300.0,261500.0,206400.0,"['machine learning', 'generative ai', 'ai/ml']","[2, 2, 2]",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",3,San Francisco
BOEING,3.9,"Everett, WA",Senior Systems and Data Analyst,118150.0,159850.0,139000.0,"['r', 'c', 'sql', 'oracle', 'azure', 'compliance', 'security']","[0, 0, 5, 5, 6, 10, 10]",7,"[2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2]",7,Everett
McKinsey & Company,4.2,"Atlanta, GA 30303","Senior Fellow, Scientific AI - North America",,,,"['machine learning', 'deep learning', 'computer vision', 'reinforcement learning', 'large language models', 'artificial intelligence', 'foundation models', 'physics', 'computational biology', 'chemistry']","[2, 2, 2, 2, 2, 2, 2, 10, 10, 10]",10,"[0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3]",10,Atlanta
CVS Health,3.2,"Wellesley, MA 02481",Data Scientist,102856.0,150000.0,126428.0,"['python', 'r', 'scala', 'statistics', 'machine learning', 'nlp', 'natural language processing', 'data science', 'data mining', 'pytorch', 'spark', 'hadoop', 'pig', 'kafka', 'airflow', 'hbase', 'data modeling', 'aws', 'azure', 'gcp', 'kubernetes', 'jenkins', 'git', 'ci/cd']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6]",24,"[3, 1, 5, 1, 5, 2, 7, 0, 0, 0, 0]",24,Wellesley
CVS Health,3.2,"Woonsocket, RI 02895",Data Scientist,104645.0,140000.0,122322.5,"['python', 'r', 'statistics', 'machine learning', 'nlp', 'natural language processing', 'data science', 'data mining', 'pytorch', 'spark', 'hadoop', 'big data', 'sql', 'data modeling', 'kubernetes']","[0, 0, 1, 2, 2, 2, 2, 2, 3, 4, 4, 4, 5, 5, 6]",15,"[2, 1, 5, 1, 3, 2, 1, 0, 0, 0, 0]",15,Woonsocket
NVIDIA,4.2,"Santa Clara, CA 95050","Senior System Software Engineer, AI Solutions Engineering",148000.0,287500.0,217750.0,"['python', 'java', 'go', 'machine learning', 'deep learning', 'large language models', 'llm', 'rag', 'ai/ml', 'artificial intelligence', 'mysql', 'mongodb', 'elasticsearch', 'docker']","[0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 6]",14,"[3, 0, 7, 0, 0, 3, 1, 0, 0, 0, 0]",14,Santa Clara
CVS Health,3.2,"Woonsocket, RI 02895",Sr. Decision Scientist,104645.0,117000.0,110822.5,"['python', 'r', 'statistics', 'clustering', 'regression', 'machine learning', 'data science', 'data mining', 'big data', 'sql', 'data modeling', 'aws', 'azure', 'gcp']","[0, 0, 1, 1, 1, 2, 2, 2, 4, 5, 5, 6, 6, 6]",14,"[2, 3, 3, 0, 1, 2, 3, 0, 0, 0, 0]",14,Woonsocket
TekValue IT Solutions LLC,0.0,"Charlotte, NC 28202",AI/ML Developer with Cybersecurity Exposure,,,,"['python', 'ai/ml', 'ai/ml development', 'tensorflow', 'pytorch']","[0, 2, 2, 3, 3]",5,"[1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",5,Charlotte
"Applied Research Associates, Inc",4.0,"Alexandria, VA 22301",Senior Data Scientist,,,,"['python', 'r', 'data science', 'sql', 'security', 'communication skills', 'operations research', 'robotics']","[0, 0, 2, 5, 10, 10, 10, 10]",8,"[2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 4]",8,Alexandria
"Amazon Web Services, Inc.",3.4,"Seattle, WA","Sr GenAI GTM Specialist - Partner - Startups, Data & AI Partner GTM Team",133200.0,220200.0,176700.0,"['ai/ml', 'aws']","[2, 6]",2,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,Seattle
iManage,4.5,"Chicago, IL 60606",Senior AI Software Engineer,130000.0,180000.0,155000.0,"['python', 'java', 'scala', 'statistics', 'machine learning', 'nlp', 'ai/ml', 'artificial intelligence', 'ai engineering', 'data science', 'pytorch', 'docker', 'github', 'ci/cd', 'critical thinking']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 3, 6, 6, 6, 10]",15,"[3, 1, 6, 1, 0, 0, 3, 0, 0, 0, 1]",15,Chicago
Revalize,1.2,"Arlington, VA",AI Enablement Lead,125000.0,135000.0,130000.0,"['machine learning', 'generative ai', 'large language models', 'ai/ml', 'artificial intelligence', 'compliance', 'security', 'data privacy', 'project management']","[2, 2, 2, 2, 2, 10, 10, 10, 10]",9,"[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4]",9,Arlington
Amazon.com LLC,3.5,"Seattle, WA","Data Scientist, Devices Economic Value",125500.0,212800.0,169150.0,"['python', 'r', 'perl', 'matlab', 'optimization', 'machine learning', 'sql']","[0, 0, 0, 0, 1, 2, 5]",7,"[4, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",7,Seattle
ITCommence Inc,4.0,"Alameda, CA 94501",Machine Learning Architect,,,,"['rag', 'ai/ml', 'vector databases', 'aws', 'azure', 'ci/cd']","[2, 2, 2, 6, 6, 6]",6,"[0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0]",6,Alameda
Ash & Harris Executive Search,0.0,Remote,"Senior AI Engineer - Full Stack, LLM Integration",,,,"['python', 'javascript', 'react', 'machine learning', 'llm', 'data modeling', 'aws', 'azure']","[0, 0, 0, 2, 2, 5, 6, 6]",8,"[3, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0]",8,Remote
"Onyx Government Services,LLC",4.5,"Washington, DC 20001",Data Scientist - TS/SCI with CI Poly Required,,,,"['python', 'r', 'c', 'statistics', 'statistical modeling', 'data science', 'etl', 'data pipelines', 'data wrangling', 'data warehousing', 'aws', 'docker', 'kubernetes', 'git', 'tableau', 'power bi', 'data visualization', 'compliance', 'security', 'data governance']","[0, 0, 0, 1, 1, 2, 4, 4, 4, 5, 6, 6, 6, 6, 7, 7, 7, 10, 10, 10]",20,"[3, 2, 1, 0, 3, 1, 4, 3, 0, 0, 3]",20,Washington
Ace Payment Solutions,0.0,"Mount Pleasant, SC 29466",Junior AI Prompt Engineer – Healthcare AI Startup,52000.0,93600.0,72800.0,"['nlp', 'prompt engineering', 'compliance', 'hipaa']","[2, 2, 10, 10]",4,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]",4,Mount Pleasant
Hawaii State Judiciary,3.9,"Honolulu, HI 96813",Research Statistician II,,,,"['statistics', 'data science', 'economics', 'sociology']","[1, 2, 10, 10]",4,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2]",4,Honolulu
Simplot,3.6,"Boise, ID 83702",Data Scientist III,,,,"['python', 'r', 'statistics', 'machine learning', 'data science', 'communication skills']","[0, 0, 1, 2, 2, 10]",6,"[2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]",6,Boise
Honda Research Institute USA,0.0,"Mountain View, CA 94043",End-to-end autonomous driving with generative models,,,,"['python', 'c++', 'machine learning', 'tensorflow', 'pytorch', 'robotics']","[0, 0, 2, 3, 3, 10]",6,"[2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1]",6,Mountain View
Hawaii State Judiciary,3.9,"Honolulu, HI 96813",Research Statistician I,,,,"['statistics', 'economics', 'sociology']","[1, 10, 10]",3,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]",3,Honolulu
Spring Venture Group,3.2,"Kansas City, MO",Generative AI Software Engineer,,,,"['python', 'generative ai', 'prompt engineering', 'ai/ml', 'artificial intelligence', 'data pipelines', 'sql', 'aws', 'compliance', 'security']","[0, 2, 2, 2, 2, 4, 5, 6, 10, 10]",10,"[1, 0, 4, 0, 1, 1, 1, 0, 0, 0, 2]",10,Kansas City
Georgetown University,4.1,"Washington, DC 20007","Senior Data Research Analyst - Center for Security and Emerging Technology (CSET), Walsh School of Foreign Service (SFS) - Georgetown University",103723.0,202778.93,153250.965,"['python', 'c', 'machine learning', 'nlp', 'natural language processing', 'artificial intelligence', 'data science', 'predictive modeling', 'etl', 'sql', 'github', 'security', 'communication skills']","[0, 0, 2, 2, 2, 2, 2, 2, 4, 5, 6, 10, 10]",13,"[2, 0, 6, 0, 1, 1, 1, 0, 0, 0, 2]",13,Washington
Greystones Consulting Group LLC,0.0,"Washington, DC 20003",AI Software Engineer,130000.0,130000.0,130000.0,"['python', 'java', 'javascript', 'optimization', 'natural language processing', 'generative ai', 'artificial intelligence', 'big data', 'git', 'ci/cd', 'model deployment', 'flask', 'security']","[0, 0, 0, 1, 2, 2, 2, 4, 6, 6, 8, 8, 10]",13,"[3, 1, 3, 0, 1, 0, 2, 0, 2, 0, 1]",13,Washington
"BlueHalo, an AV Company",4.0,"Dayton, OH 45433",Research Scientist Computational Fluid Dynamics and Statistical Physics Towards Composites Processing,,,,"['python', 'c++', 'matlab', 'machine learning', 'communication skills', 'physics']","[0, 0, 0, 2, 10, 10]",6,"[3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2]",6,Dayton
Google,4.3,"New York, NY","Senior Software Engineer, Machine Learning, Privacy Sandbox",166000.0,244000.0,205000.0,"['natural language processing', 'artificial intelligence', 'distributed computing', 'security']","[2, 2, 9, 10]",4,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1]",4,New York
Suncoast Credit Union,3.8,"Tampa, FL 33610",Senior Fraud Data Analyst,75000.0,115000.0,95000.0,"['python', 'r', 'machine learning', 'data science', 'spark', 'sql', 'tableau', 'business intelligence', 'finance', 'project management', 'communication skills']","[0, 0, 2, 2, 4, 5, 7, 7, 10, 10, 10]",11,"[2, 0, 2, 0, 1, 1, 0, 2, 0, 0, 3]",11,Tampa
CVS Health,3.2,"New York, NY 10013",Data Scientist,111966.0,170000.0,140983.0,"['python', 'r', 'scala', 'statistics', 'machine learning', 'natural language processing', 'data science', 'data mining', 'spark', 'hadoop', 'pig', 'kafka', 'airflow', 'big data', 'oracle', 'hbase', 'data modeling', 'aws', 'azure', 'gcp']","[0, 0, 0, 1, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 6]",20,"[3, 1, 4, 0, 6, 3, 3, 0, 0, 0, 0]",20,New York
