positionName,company,location,min_salary,max_salary,skills,skill_categories,skills_count_single
AI Engineer,Career Vest,"Ohio, IL 61349",81848.66,98570.42,"['python', 'r', 'java', 'machine learning', 'deep learning', 'nlp', 'computer vision', 'artificial intelligence', 'tensorflow', 'pytorch']","[0, 0, 0, 2, 2, 2, 2, 2, 3, 3]","[3.0, 0.0, 5.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Data Annotation Analyst,Teleskope,United States,60000.0,75000.0,"['classification', 'data science', 'data pipelines', 'security']","[1, 2, 4, 10]","[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Senior Data Analyst,Syngenta Seeds,"Downers Grove, IL 60515",122050.1088,211504.2508,"['statistics', 'sql', 'tableau', 'power bi', 'finance', 'sales analytics']","[1, 5, 7, 7, 10, 10]","[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 2.0]"
"Sr. Manager, AI & Analytics",The Wonderful Company,"Los Angeles, CA 90064",180000.0,200000.0,"['python', 'classification', 'optimization', 'machine learning', 'generative ai', 'large language models', 'rag', 'prompt engineering', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'hugging face', 'data pipelines', 'sql', 'oracle', 'aws', 'azure', 'tableau', 'power bi', 'finance']","[0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 5, 5, 6, 6, 7, 7, 10]","[1.0, 2.0, 7.0, 3.0, 1.0, 2.0, 2.0, 2.0, 0.0, 0.0, 1.0]"
Software Developer/ AI Developer,OWL Computing Inc.,"Grand Rapids, MI 49534",65000.0,75000.0,"['react', 'machine learning', 'nlp', 'computer vision', 'llm', 'rag', 'prompt engineering', 'ai/ml', 'tensorflow', 'aws', 'communication skills']","[0, 2, 2, 2, 2, 2, 2, 2, 3, 6, 10]","[1.0, 0.0, 7.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
Data Scientist-Sr Consultant II,Allstate,Remote,95700.0,152690.0,"['python', 'r', 'linux', 'statistics', 'statistical modeling', 'machine learning', 'deep learning', 'nlp', 'data science', 'predictive modeling', 'sql', 'aws', 'azure']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 5, 6, 6]","[3.0, 2.0, 5.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0]"
Senior Power Systems Data Scientist,MIDCONTINENT INDEPENDENT SYSTEM,"Carmel, IN 46032",115000.0,134000.0,"['python', 'r', 'hypothesis testing', 'regression', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'large language models', 'data science', 'predictive modeling', 'spark', 'databricks', 'big data', 'sql', 'azure', 'github', 'high-performance computing']","[0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 4, 5, 6, 6, 9]","[2.0, 3.0, 6.0, 0.0, 3.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0]"
Data Scientist,Auto-Owners Insurance,"Lansing, MI",137803.27870000002,188869.33940000003,"['python', 'r', 'statistics', 'classification', 'clustering', 'regression', 'machine learning', 'deep learning', 'data science', 'tensorflow', 'keras', 'sql', 'economics', 'security', 'communication skills', 'physics', 'operations research']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 5, 10, 10, 10, 10, 10]","[2.0, 4.0, 3.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0]"
"Human Data Manager, Handshake AI",Handshake,"New York, NY",110000.0,140000.0,"['machine learning', 'llm', 'sql']","[2, 2, 5]","[0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Software Dev Engineer II, Measurement, Ad Tech, and Data Science (MADS)",Amazon.com Services LLC,"New York, NY",129300.0,223600.0,[],[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Senior Data Scientist,Steampunk,"McLean, VA 22102",140000.0,190000.0,"['python', 'r', 'java', 'scala', 'bash', 'unix', 'deep learning', 'generative ai', 'data science', 'tensorflow', 'keras', 'torch', 'spark', 'hadoop', 'big data', 'sql', 'elasticsearch', 'data modeling', 'aws', 'azure', 'gcp', 'sagemaker', 'git', 'tableau', 'power bi', 'data visualization', 'flask']","[0, 0, 0, 0, 0, 0, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 7, 7, 7, 8]","[6.0, 0.0, 3.0, 3.0, 3.0, 3.0, 5.0, 3.0, 1.0, 0.0, 0.0]"
Data Scientist 1,PayPal,"Scottsdale, AZ",123500.0,212850.0,"['sql', 'excel', 'business intelligence', 'security', 'communication skills']","[5, 7, 7, 10, 10]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 2.0]"
Data Scientist,Improvix Technologies,"Washington, DC 20036",130074.56746666667,209812.8266,"['python', 'r', 'matlab', 'statistics', 'classification', 'clustering', 'graph theory', 'statistical modeling', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'reinforcement learning', 'artificial intelligence', 'data science', 'data mining', 'matplotlib', 'seaborn', 'spark', 'hadoop', 'big data', 'data pipelines', 'aws', 'azure', 'git', 'tableau', 'power bi', 'data visualization', 'model deployment', 'parallel processing', 'distributed computing', 'communication skills']","[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 4, 4, 6, 6, 6, 7, 7, 7, 8, 9, 9, 10]","[3.0, 5.0, 9.0, 2.0, 4.0, 0.0, 3.0, 3.0, 1.0, 2.0, 1.0]"
Machine Learning Engineer,Steampunk,"McLean, VA 22102",115000.0,150000.0,"['python', 'r', 'java', 'machine learning', 'ai/ml', 'tensorflow', 'pytorch', 'spark', 'hadoop', 'big data', 'data pipelines', 'aws', 'azure', 'git', 'ci/cd', 'model evaluation', 'communication skills']","[0, 0, 0, 2, 2, 3, 3, 4, 4, 4, 4, 6, 6, 6, 6, 8, 10]","[3.0, 0.0, 2.0, 2.0, 4.0, 0.0, 4.0, 0.0, 1.0, 0.0, 1.0]"
Data Scientist III,Hebrew SeniorLife,"Roslindale, MA 02131",117343.56899999996,181855.6105,"['unix', 'linux', 'regression', 'data science', 'aws', 'high performance computing', 'distributed computing', 'bioinformatics']","[0, 0, 1, 2, 6, 9, 9, 10]","[2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 1.0]"
Data Scientist,PM Control Systems Pte Ltd,"Fort Collins, CO",79360.0,119040.0,"['python', 'statistics', 'machine learning', 'ai/ml', 'data science', 'predictive modeling', 'airflow', 'etl', 'data pipelines', 'data infrastructure', 'data engineering', 'sql', 'compliance', 'communication skills']","[0, 1, 2, 2, 2, 2, 4, 4, 4, 4, 4, 5, 10, 10]","[1.0, 1.0, 4.0, 0.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Data Scientist II,Chewy,"Bellevue, WA",120500.0,193500.0,"['python', 'r', 'java', 'statistics', 'optimization', 'machine learning', 'artificial intelligence', 'data science', 'sql', 'aws', 'sagemaker', 'tableau', 'data visualization', 'distributed computing', 'finance', 'compliance', 'communication skills', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 2, 5, 6, 6, 7, 7, 9, 10, 10, 10, 10]","[3.0, 2.0, 3.0, 0.0, 0.0, 1.0, 2.0, 2.0, 0.0, 1.0, 4.0]"
Sr Data Scientist,PayPal,"Chicago, IL",123500.0,212850.0,"['data science', 'security']","[2, 10]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Lead Data Scientist - Finance Technology,JPMorganChase,"Jersey City, NJ 07310",142500.0,210000.0,"['python', 'scala', 'classification', 'clustering', 'regression', 'optimization', 'machine learning', 'deep learning', 'nlp', 'anomaly detection', 'llm', 'ai/ml', 'data science', 'data mining', 'hadoop', 'big data', 'sql', 'data modeling', 'data visualization', 'finance']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 5, 7, 10]","[2.0, 4.0, 8.0, 0.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
"Data Scientist, Applied AI Solutions","Amazon Web Services, Inc.","Seattle, WA",125500.0,212800.0,"['python', 'r', 'perl', 'matlab', 'machine learning', 'ai/ml', 'data science', 'sql', 'aws']","[0, 0, 0, 0, 2, 2, 2, 5, 6]","[4.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
Senior Battery Data Scientist,Microsoft,"Redmond, WA 98052",119800.0,258000.0,"['statistics', 'machine learning', 'data science', 'chemistry']","[1, 2, 2, 10]","[0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Principal Data Science Analyst - Remote,Mayo Clinic,"Rochester, MN 55901",141689.0,205420.0,"['probability', 'clustering', 'regression', 'statistical modeling', 'experimental design', 'machine learning', 'deep learning', 'data science', 'data mining', 'data modeling', 'security', 'project management', 'communication skills']","[1, 1, 1, 1, 1, 2, 2, 2, 2, 5, 10, 10, 10]","[0.0, 5.0, 4.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
"(USA) Senior, Data Scientist",Walmart,"San Bruno, CA 94066",117000.0,234000.0,"['python', 'r', 'scala', 'statistics', 'classification', 'optimization', 'machine learning', 'data science', 'tensorflow', 'scikit', 'torch', 'spark', 'sql', 'economics', 'finance', 'compliance', 'critical thinking', 'operations research']","[0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 3, 4, 5, 10, 10, 10, 10, 10]","[3.0, 3.0, 2.0, 3.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0]"
Principal Data Scientist,Machinify,"Palo Alto, CA",147367.15720000002,182081.42800000004,"['nlp', 'data science', 'security', 'data privacy']","[2, 2, 10, 10]","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Data Scientist - MID,QinetiQ US,"Washington, DC 20032",113128.0743,167258.04929999998,"['python', 'machine learning', 'natural language processing', 'large language models', 'artificial intelligence', 'data science', 'data mining', 'sql', 'excel', 'data visualization', 'security', 'signal processing']","[0, 2, 2, 2, 2, 2, 2, 5, 7, 7, 10, 10]","[1.0, 0.0, 6.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 2.0]"
Data Scientist,Base-2 Solutions,"Bethesda, MD",140792.99,187723.99,"['python', 'r', 'statistics', 'classification', 'natural language processing', 'data science', 'image processing', 'streamlit', 'hadoop', 'big data', 'sql', 'elasticsearch', 'docker', 'kubernetes', 'git', 'business intelligence', 'economics', 'security', 'cyber security', 'physics']","[0, 0, 1, 1, 2, 2, 2, 3, 4, 4, 5, 5, 6, 6, 6, 7, 10, 10, 10, 10]","[2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 3.0, 1.0, 0.0, 0.0, 4.0]"
"Senior Manager, Data Science",AMH,"Calabasas, CA",124486.0,161860.0,"['python', 'r', 'statistics', 'statistical modeling', 'machine learning', 'deep learning', 'artificial intelligence', 'data science', 'data mining', 'numpy', 'pandas', 'xgboost', 'databricks', 'data pipelines', 'sql', 'tableau', 'power bi', 'critical thinking']","[0, 0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 7, 7, 10]","[2.0, 2.0, 5.0, 3.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0]"
AI chatbot developer,A.I. Service Agents & Automation,"Phoenix, AZ 85051",95321.52,314795.8,"['python', 'machine learning', 'natural language processing', 'tensorflow', 'spark', 'hadoop', 'big data', 'sql']","[0, 2, 2, 3, 4, 4, 4, 5]","[1.0, 0.0, 2.0, 1.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Data Scientist - STAR 2117,Integrated Intel Solutions,"Chantilly, VA",138997.11010000005,169647.92550000004,"['python', 'sql', 'tableau', 'power bi']","[0, 5, 7, 7]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0]"
Sr Data Scientist,Harley-Davidson,Wisconsin,112128.47,160495.7093,"['python', 'r', 'statistics', 'time series forecasting', 'machine learning', 'generative ai', 'large language models', 'data science', 'predictive modeling', 'hugging face', 'xgboost', 'airflow', 'sql', 'aws', 'azure', 'gcp', 'tableau', 'power bi', 'economics', 'finance', 'communication skills']","[0, 0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 5, 6, 6, 6, 7, 7, 10, 10, 10]","[2.0, 2.0, 5.0, 2.0, 1.0, 1.0, 3.0, 2.0, 0.0, 0.0, 3.0]"
"Principal Data Scientist, Star Ratings Analytics - Remote",UnitedHealthcare,"Minnetonka, MN 55305",106800.0,194200.0,"['python', 'predictive modeling', 'excel', 'finance']","[0, 2, 7, 10]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
Senior AI Data Specialist- Women's Health (Short-term 9 months),Oura,"San Francisco, CA",139000.0,203000.0,['machine learning'],[2],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Data Scientist,Base-2 Solutions,"Bethesda, MD",174778.09,233037.46,"['python', 'r', 'statistics', 'classification', 'natural language processing', 'large language models', 'data science', 'image processing', 'streamlit', 'hadoop', 'big data', 'sql', 'elasticsearch', 'docker', 'kubernetes', 'git', 'business intelligence', 'economics', 'security', 'cyber security', 'physics']","[0, 0, 1, 1, 2, 2, 2, 2, 3, 4, 4, 5, 5, 6, 6, 6, 7, 10, 10, 10, 10]","[2.0, 2.0, 4.0, 1.0, 2.0, 2.0, 3.0, 1.0, 0.0, 0.0, 4.0]"
Data Scientist,Popular Bank,"San Juan, PR",160029.03666666668,266330.4,"['python', 'r', 'statistics', 'clustering', 'regression', 'statistical modeling', 'machine learning', 'deep learning', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'keras', 'scipy', 'numpy', 'pandas', 'matplotlib', 'torch', 'spark', 'hadoop', 'mapreduce', 'databricks', 'big data', 'sql', 'mysql', 'oracle', 'aws', 'azure', 'gcp', 'sagemaker', 'docker', 'kubernetes', 'model validation', 'economics', 'finance', 'fraud detection', 'compliance', 'security', 'data governance']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 8, 10, 10, 10, 10, 10, 10]","[2.0, 4.0, 4.0, 8.0, 5.0, 3.0, 6.0, 0.0, 1.0, 0.0, 6.0]"
Data Scientist with ML experience ( Only w2),Alpha Net Consulting LLC,Remote,106267.2,116355.2,"['ai/ml', 'ai/ml development', 'sql']","[2, 2, 5]","[0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Data Scientist - Skill Level 3,Base-2 Solutions,"Fort Meade, MD",167447.97,223263.96,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'artificial intelligence', 'data mining', 'sql', 'security', 'operations research']","[0, 0, 0, 1, 2, 2, 2, 5, 10, 10]","[3.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
ML Engineer,Quantori,Remote,152608.0,166783.0,"['python', 'java', 'c++', 'machine learning', 'ai/ml', 'artificial intelligence', 'tensorflow', 'pytorch', 'numpy', 'pandas', 'communication skills']","[0, 0, 0, 2, 2, 2, 3, 3, 3, 3, 10]","[3.0, 0.0, 3.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Data Scientist,Archive Health,Remote,95000.0,105000.0,"['python', 'statistics', 'classification', 'clustering', 'regression', 'statistical modeling', 'machine learning', 'nlp', 'data science', 'numpy', 'pandas', 'spark', 'airflow', 'data pipelines', 'data wrangling', 'data infrastructure', 'sql', 'aws', 'gcp', 'tableau', 'power bi', 'data privacy']","[0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 5, 6, 6, 7, 7, 10]","[1.0, 5.0, 3.0, 2.0, 5.0, 1.0, 2.0, 2.0, 0.0, 0.0, 1.0]"
Data Scientist,Andrew Morgan,"Washington, DC",122766.86480000002,207079.2938,"['python', 'r', 'machine learning', 'ai/ml', 'data science', 'big data', 'aws', 'azure']","[0, 0, 2, 2, 2, 4, 6, 6]","[2.0, 0.0, 3.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0]"
Sr. Data Scientist,Perrigo,"Allegan, MI 49010",118347.7493,201316.023,"['python', 'r', 'statistics', 'regression', 'machine learning', 'ai/ml', 'data science', 'data mining', 'databricks', 'sql', 'power bi', 'data visualization', 'finance', 'compliance', 'security', 'communication skills']","[0, 0, 1, 1, 2, 2, 2, 2, 4, 5, 7, 7, 10, 10, 10, 10]","[2.0, 2.0, 4.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 4.0]"
Data Scientist – Generative AI & Medicare Risk Adjustment Analytics,Alignment Healthcare,"Orange, CA",149882.0,224823.0,"['python', 'r', 'java', 'c', 'c++', 'scala', 'statistics', 'machine learning', 'nlp', 'natural language processing', 'computer vision', 'data science', 'predictive modeling', 'spark', 'hadoop', 'big data', 'sql', 'nosql', 'aws', 'azure', 'git', 'ci/cd', 'data visualization', 'compliance']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 4, 4, 4, 5, 5, 6, 6, 6, 6, 7, 10]","[6.0, 1.0, 6.0, 0.0, 3.0, 2.0, 4.0, 1.0, 0.0, 0.0, 1.0]"
Sr. Data Scientist II (5945),MetroStar,"Washington, DC 20006",120000.0,191000.0,"['python', 'r', 'optimization', 'machine learning', 'ai/ml', 'data science', 'tensorflow', 'keras', 'numpy', 'ci/cd', 'compliance', 'security']","[0, 0, 1, 2, 2, 2, 3, 3, 3, 6, 10, 10]","[2.0, 1.0, 3.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0]"
Senior Data Scientist,"Staples, Inc.","Lincolnshire, IL",115000.0,175000.0,"['python', 'statistics', 'statistical modeling', 'machine learning', 'deep learning', 'nlp', 'recommendation systems', 'data science', 'predictive modeling', 'tensorflow', 'pytorch', 'xgboost', 'lightgbm', 'sql']","[0, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5]","[1.0, 2.0, 6.0, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Data Scientist - Mid,"Bluehawk, LLC","Washington, DC",111344.4775,193300.6212,"['python', 'machine learning', 'natural language processing', 'large language models', 'data science', 'data mining', 'sql', 'excel', 'data visualization']","[0, 2, 2, 2, 2, 2, 5, 7, 7]","[1.0, 0.0, 5.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0]"
Associate Data Scientist,Discount Tire,"Scottsdale, AZ 85255",138416.16509999998,239772.7434,"['python', 'statistics', 'machine learning', 'data science']","[0, 1, 2, 2]","[1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Senior Data Scientist - Healthcare AI,MD Anderson Cancer Center,"Houston, TX 77030",123000.0,185000.0,"['python', 'c#', 'c++', 'statistics', 'optimization', 'machine learning', 'generative ai', 'large language models', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'data pipelines', 'azure', 'model validation', 'compliance', 'hipaa', 'project management', 'physics', 'computational biology']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 6, 8, 10, 10, 10, 10, 10]","[3.0, 2.0, 5.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 5.0]"
Data Science Engineer,Fiserv,"Sunnyvale, CA 94085",124300.0,213100.0,"['python', 'statistics', 'machine learning', 'ai/ml', 'artificial intelligence', 'data science', 'vector databases', 'mysql', 'mongodb', 'redis', 'nosql', 'docker', 'jenkins', 'ci/cd', 'serverless', 'communication skills', 'physics']","[0, 1, 2, 2, 2, 2, 2, 5, 5, 5, 5, 6, 6, 6, 8, 10, 10]","[1.0, 1.0, 5.0, 0.0, 0.0, 4.0, 3.0, 0.0, 1.0, 0.0, 2.0]"
Data Analyst / Senior Data Analyst,City of North Las Vegas,"North Las Vegas, NV",77633.37,135078.16,"['python', 'statistics', 'data science', 'sql', 'tableau', 'data visualization', 'business intelligence', 'compliance', 'security', 'data governance', 'geospatial analysis']","[0, 1, 2, 5, 7, 7, 7, 10, 10, 10, 10]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 4.0]"
"Data Scientist, NAS Mosaic",Amazon,"Seattle, WA",125500.0,212800.0,"['python', 'r', 'perl', 'matlab', 'machine learning', 'recommendation systems', 'data mining', 'sql', 'business intelligence', 'communication skills']","[0, 0, 0, 0, 2, 2, 2, 5, 7, 10]","[4.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
Data Analyst / Health Data Scientist,"TriMerge Consulting Group, P.A.","Rockville, MD 20850",80000.88,115000.0,"['python', 'r', 'data science', 'sql']","[0, 0, 2, 5]","[2.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Data Scientist,TSP LLC,United States,100000.0,110000.0,"['python', 'r', 'optimization', 'machine learning', 'data science', 'data pipelines', 'ci/cd', 'data visualization', 'communication skills']","[0, 0, 1, 2, 2, 4, 6, 7, 10]","[2.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]"
Data Scientist II,EMC Insurance,"Des Moines, IA",104417.47879999998,155546.128,"['python', 'r', 'statistics', 'machine learning', 'deep learning', 'data science', 'data mining', 'hadoop', 'sql', 'data visualization', 'communication skills']","[0, 0, 1, 2, 2, 2, 2, 4, 5, 7, 10]","[2.0, 1.0, 4.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
Data Scientist,3M,Minnesota,122292.0,149468.0,"['python', 'r', 'go', 'statistics', 'classification', 'regression', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'artificial intelligence', 'data science', 'data mining', 'predictive modeling', 'spark', 'big data', 'sql', 'distributed computing', 'compliance', 'security', 'communication skills']","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 9, 10, 10, 10]","[3.0, 4.0, 7.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 3.0]"
"Co-op, Data Science",LiveRamp,"San Francisco, CA",138340.54299999998,224038.7375,"['bash', 'probability', 'statistics', 'machine learning', 'data science', 'numpy', 'pandas', 'matplotlib', 'airflow', 'big data', 'sql', 'data modeling', 'aws', 'gcp', 'git', 'physics']","[0, 1, 1, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 6, 6, 10]","[1.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 0.0, 0.0, 1.0]"
Arity - Data Scientist - Arity,Arity,Remote,78600.0,142275.0,"['python', 'r', 'statistics', 'machine learning', 'data science', 'aws', 'azure', 'gcp', 'distributed computing', 'compliance']","[0, 0, 1, 2, 2, 6, 6, 6, 9, 10]","[2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.0]"
Data Scientist,iFIT,Remote,140728.06879999998,172934.802,"['typescript', 'statistics', 'statistical modeling', 'machine learning', 'data science', 'data visualization']","[0, 1, 1, 2, 2, 7]","[1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
Junior Data Scientist -DOD Secret Clearance Required,The Brite Group,Remote,62400.0,83200.0,"['python', 'statistics', 'machine learning', 'natural language processing', 'large language models', 'data science', 'data mining', 'data modeling']","[0, 1, 2, 2, 2, 2, 2, 5]","[1.0, 1.0, 5.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Lead Data Scientist (Hybrid),EVERSOURCE,"Westwood, MA",157040.0,174490.0,"['python', 'r', 'shell scripts', 'regression', 'machine learning', 'recommendation systems', 'artificial intelligence', 'data science', 'data mining', 'finance']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 10]","[3.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Senior Data Scientist,BI USA,"Ridgefield, CT 06877",131768.96600000007,184720.7222,"['python', 'statistics', 'machine learning', 'natural language processing', 'large language models', 'llm', 'prompt engineering', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'docker', 'kubernetes', 'git', 'ci/cd', 'data visualization', 'compliance', 'communication skills', 'physics', 'bioinformatics']","[0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 6, 6, 6, 6, 7, 10, 10, 10, 10]","[1.0, 1.0, 7.0, 2.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0, 4.0]"
Senior Data Science Consultant - Campaign Analytics,Wells Fargo,"Charlotte, NC 28202",113749.5,202891.178,"['python', 'r', 'statistics', 'optimization', 'data science', 'etl', 'sql', 'data warehousing', 'tableau', 'data visualization', 'economics', 'compliance', 'project management', 'physics', 'marketing analytics']","[0, 0, 1, 1, 2, 4, 5, 5, 7, 7, 10, 10, 10, 10, 10]","[2.0, 2.0, 1.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 5.0]"
Research Data Scientist,Ascension,Remote,156814.666,213223.9464,"['python', 'r', 'hypothesis testing', 'data science', 'sql']","[0, 0, 1, 2, 5]","[2.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
