positionName,company,location,min_salary,max_salary,skills,skill_categories,skills_count_single
AI Strategy Manager,T-Mobile,"Overland Park, KS 66251",81800.0,147500.0,"['statistics', 'classification', 'economics', 'finance', 'project management']","[1, 1, 10, 10, 10]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
"Staff Software Engineer, BigQuery, Generative AI",Google,"New York, NY",197000.0,291000.0,"['machine learning', 'deep learning', 'natural language processing', 'generative ai', 'large language models', 'artificial intelligence', 'gcp', 'vertex ai', 'distributed computing', 'security']","[2, 2, 2, 2, 2, 2, 6, 6, 9, 10]","[0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0]"
"Data Center Mechanical Engineer - Sunnyvale, Austin or Kirkland",Google,"Sunnyvale, CA",144000.0,211000.0,['robotics'],[10],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
IT - Clinical Informaticist Product Development,NTT DATA,"St. Louis, MO 63101",127379.2,133120.0,['artificial intelligence'],[2],"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Senior Applied Scientist, AI (FULLY REMOTE-USA)",Splunk,"Washington, DC",139840.0,240350.0,"['deep learning', 'natural language processing', 'anomaly detection', 'generative ai', 'large language models', 'llm', 'ai/ml', 'artificial intelligence', 'tensorflow', 'pytorch', 'communication skills']","[2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 10]","[0.0, 0.0, 8.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Senior Data Analyst,ManTech,"Ashburn, VA 20147",123463.9108,195931.84879999995,"['python', 'r', 'scala', 'javascript', 'statistics', 'statistical modeling', 'machine learning', 'data science', 'data mining', 'sql', 'mysql', 'oracle', 'economics', 'project management', 'communication skills']","[0, 0, 0, 0, 1, 1, 2, 2, 2, 5, 5, 5, 10, 10, 10]","[4.0, 2.0, 3.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
"Assistant Director, Student Success Dashboard Data Scientist",California State University (CSU) Chancellor's Office,"Long Beach, CA",135000.0,135000.0,"['python', 'r', 'statistics', 'classification', 'statistical modeling', 'sql', 'mysql', 'data dashboards', 'economics', 'sociology', 'security', 'project management', 'critical thinking']","[0, 0, 1, 1, 1, 5, 5, 7, 10, 10, 10, 10, 10]","[2.0, 3.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 5.0]"
Principal Machine Learning Engineer,Sage,"Atlanta, GA",136813.2417,225775.6105,"['python', 'linear algebra', 'probability', 'statistics', 'regression', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'large language models', 'artificial intelligence', 'data science', 'predictive modeling', 'spark', 'big data', 'sql', 'aws', 'azure', 'gcp', 'sagemaker', 'azure ml', 'Kubeflow', 'mlflow', 'finance']","[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 6, 6, 6, 6, 6, 6, 8, 10]","[1.0, 5.0, 7.0, 0.0, 2.0, 1.0, 6.0, 0.0, 1.0, 0.0, 1.0]"
Medical Economics Data Analyst,AbsoluteCARE Medical and Pharmacy,United States,132472.31,223878.9893,"['python', 'r', 'statistics', 'machine learning', 'artificial intelligence', 'data mining', 'sql', 'excel', 'power bi', 'business intelligence', 'compliance', 'communication skills']","[0, 0, 1, 2, 2, 2, 5, 7, 7, 7, 10, 10]","[2.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 2.0]"
Acoustic Signal Processing Machine Learning Postdoc,Los Alamos National Laboratory,"Los Alamos, NM",132403.522,191764.0776,"['python', 'c++', 'matlab', 'statistics', 'machine learning', 'deep learning', 'pytorch', 'transformers', 'security', 'physics', 'signal processing']","[0, 0, 0, 1, 2, 2, 3, 3, 10, 10, 10]","[3.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
"Data Center Mechanical Engineer - Sunnyvale, Austin or Kirkland",Google,"Austin, TX",144000.0,211000.0,['robotics'],[10],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Data Scientist,The Standard,United States,114437.2863,187161.43,"['python', 'r', 'statistics', 'clustering', 'regression', 'optimization', 'experimental design', 'machine learning', 'data science', 'spark', 'sql', 'economics']","[0, 0, 1, 1, 1, 1, 1, 2, 2, 4, 5, 10]","[2.0, 5.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"Director, Data Science",The Knot Worldwide,"Washington, DC",136078.54350000003,166276.25,"['python', 'c', 'go', 'statistics', 'optimization', 'experimental design', 'machine learning', 'data science', 'spark', 'databricks', 'big data', 'data engineering', 'sql', 'aws', 'azure', 'gcp', 'economics', 'data governance']","[0, 0, 0, 1, 1, 1, 2, 2, 4, 4, 4, 4, 5, 6, 6, 6, 10, 10]","[3.0, 3.0, 2.0, 0.0, 4.0, 1.0, 3.0, 0.0, 0.0, 0.0, 2.0]"
Sr. Data Scientist,"T-Mobile USA, Inc.","Overland Park, KS 66251",106000.0,191100.0,"['python', 'r', 'calculus', 'linear algebra', 'probability', 'statistics', 'machine learning', 'deep learning', 'data science', 'predictive modeling', 'spark', 'hadoop', 'hive', 'kafka', 'databricks', 'big data', 'data pipelines', 'data engineering', 'sql', 'aws', 'data visualization', 'economics', 'physics', 'marketing analytics']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 7, 10, 10, 10]","[2.0, 4.0, 4.0, 0.0, 8.0, 1.0, 1.0, 1.0, 0.0, 0.0, 3.0]"
"Sr. Manager, AI Strategy & Implementation",NOV Inc.,"Houston, TX 77042",128393.2847,181254.97200000004,"['optimization', 'machine learning', 'nlp', 'computer vision', 'generative ai', 'ai/ml', 'data lakes', 'model monitoring']","[1, 2, 2, 2, 2, 2, 5, 8]","[0.0, 1.0, 5.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Natural Language (NL) Data Scientist,Flex Employee Services,"Alpharetta, GA 30004",176800.0,228800.0,"['python', 'c#', 'classification', 'machine learning', 'nlp', 'ai/ml', 'sql', 'mongodb', 'aws', 'azure', 'power bi']","[0, 0, 1, 2, 2, 2, 5, 5, 6, 6, 7]","[2.0, 1.0, 3.0, 0.0, 0.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0]"
"Sr. Data Scientist, Product Analytics - (e-commerce)",Peloton,"New York, NY 10011",173500.0,213100.0,"['python', 'r', 'statistics', 'data science', 'sql', 'tableau', 'looker', 'data visualization', 'economics', 'communication skills']","[0, 0, 1, 2, 5, 7, 7, 7, 10, 10]","[2.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 2.0]"
ML Engineer w/USC/GC/H4EAD,CONSULTREE CONSULTING SERVICES LLC,Remote,124800.0,135200.0,"['python', 'statistics', 'machine learning', 'data science', 'data pipelines', 'sql', 'physics']","[0, 1, 2, 2, 4, 5, 10]","[1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Data Scientist Skill Level 1,"Prime Time Consulting, L.L.C","Fort Meade, MD 20755",70000.0,100000.0,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'data mining', 'sql', 'operations research']","[0, 0, 0, 1, 2, 2, 5, 10]","[3.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Senior Data Analyst,MASE Insights,"New York, NY 10007",135200.0,145600.0,"['shell scripting', 'statistics', 'optimization', 'statistical modeling', 'machine learning', 'sql', 'oracle', 'excel', 'tableau', 'power bi', 'data visualization', 'communication skills']","[0, 1, 1, 1, 2, 5, 5, 7, 7, 7, 7, 10]","[1.0, 3.0, 1.0, 0.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 1.0]"
Senior Audit Data Analyst,Louisiana State University,"Baton Rouge, LA 70808",140316.6796,193574.2995,"['data science', 'data mining', 'excel', 'tableau', 'business intelligence', 'economics', 'finance', 'compliance', 'critical thinking', 'communication skills']","[2, 2, 7, 7, 7, 10, 10, 10, 10, 10]","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 5.0]"
Data Scientist,Elder Research,"Arlington, VA 22201",163774.3113999999,198350.4895000001,"['python', 'statistics', 'clustering', 'statistical modeling', 'machine learning', 'nlp', 'anomaly detection', 'artificial intelligence', 'data science', 'data mining', 'databricks', 'big data', 'sql', 'data visualization', 'operations research']","[0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 5, 7, 10]","[1.0, 3.0, 6.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
Sr Data Analyst,Collaborating Techs LLC,"Dallas, TX",106080.0,106080.0,"['sql', 'data warehousing', 'data modeling', 'tableau', 'power bi', 'looker', 'security', 'communication skills']","[5, 5, 5, 7, 7, 7, 10, 10]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 3.0, 0.0, 0.0, 2.0]"
"Senior Quantitative Analytics Specialist - R&D GenAI, Agentic AI and ML",Wells Fargo,"Irving, NY",111100.0,237100.0,"['python', 'java', 'c++', 'statistics', 'machine learning', 'generative ai', 'large language models', 'ai/ml', 'ai/ml development', 'artificial intelligence', 'foundation models', 'tensorflow', 'pytorch', 'hugging face', 'aws', 'economics', 'finance', 'fraud detection', 'compliance', 'physics']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 6, 10, 10, 10, 10, 10]","[3.0, 1.0, 7.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 5.0]"
AI/Automation Engineer,LiveRamp,"San Francisco, CA",149793.6616,279906.7816,"['python', 'prompt engineering', 'aws', 'gcp', 'compliance', 'data ethics']","[0, 2, 6, 6, 10, 10]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0]"
AI Engineer,Flywire,"Boston, MA",123021.3165,201799.8183,"['python', 'nlp', 'generative ai', 'large language models', 'ai/ml', 'redis', 'aws', 'ci/cd', 'model deployment', 'finance']","[0, 2, 2, 2, 2, 5, 6, 6, 8, 10]","[1.0, 0.0, 4.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 1.0]"
"Product Director, Central Monitoring & Data Analytics",GSK,"Collegeville, PA 19426",160499.6443,230177.3854,"['ai/ml', 'oracle', 'compliance', 'security']","[2, 5, 10, 10]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
"Lead Consultant, Machine Learning Engineer",Lovelytics,Remote,158982.2995,193506.9399,"['machine learning', 'nlp', 'pytorch', 'hugging face', 'transformers', 'spark', 'databricks', 'big data', 'data pipelines', 'data warehousing', 'data modeling', 'ci/cd', 'compliance', 'security', 'communication skills']","[2, 2, 3, 3, 3, 4, 4, 4, 4, 5, 5, 6, 10, 10, 10]","[0.0, 0.0, 2.0, 3.0, 4.0, 2.0, 1.0, 0.0, 0.0, 0.0, 3.0]"
Sr. Data Analyst- Traded Products,Bank of America,"Charlotte, NC 28202",114941.2973,153423.62810000003,"['sql', 'data modeling', 'excel', 'compliance', 'security', 'data governance']","[5, 5, 7, 10, 10, 10]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 3.0]"
"Data Scientist, Product Analytics",Peloton,"Sunnyvale, CA",140400.0,166100.0,"['python', 'statistics', 'hypothesis testing', 'clustering', 'optimization', 'machine learning', 'data science', 'numpy', 'pandas', 'data wrangling', 'sql', 'data storytelling', 'communication skills']","[0, 1, 1, 1, 1, 2, 2, 3, 3, 4, 5, 7, 10]","[1.0, 4.0, 2.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
Senior AI Engineer,BetaNXT Inc,United States,135669.55,204055.192,"['machine learning', 'nlp', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'data privacy']","[2, 2, 2, 2, 3, 3, 10]","[0.0, 0.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Data Scientist,Emcube Technlogy,"Aberdeen, MD 21001",110920.78259999998,136170.86460000006,"['python', 'r', 'statistics', 'machine learning', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'matplotlib', 'spark', 'hadoop', 'big data', 'data pipelines', 'sql', 'postgresql', 'data modeling', 'aws', 'azure', 'gcp', 'github', 'tableau', 'power bi', 'data visualization', 'model deployment']","[0, 0, 1, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 6, 6, 6, 6, 7, 7, 7, 8]","[2.0, 1.0, 3.0, 3.0, 4.0, 3.0, 4.0, 3.0, 1.0, 0.0, 0.0]"
Gen AI Engineering Manager,Motorola Solutions,"Richardson, TX 75081",90000.0,144000.0,"['generative ai', 'llm', 'rag', 'ai/ml', 'data science', 'security', 'communication skills']","[2, 2, 2, 2, 2, 10, 10]","[0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Systematic Trading - Senior Data Scientist,Chicago Trading Company (CTC),"Chicago, IL",174432.0925,224979.115,"['python', 'linux', 'artificial intelligence', 'numpy', 'pandas', 'airflow', 'etl', 'data pipelines', 'sql', 'communication skills']","[0, 0, 2, 3, 3, 4, 4, 4, 5, 10]","[2.0, 0.0, 1.0, 2.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"Senior Data Scientist, Analytics (Growth)",Airwallex,"San Francisco, CA",150000.0,230000.0,"['python', 'r', 'statistics', 'machine learning', 'sql', 'data modeling', 'economics', 'finance', 'marketing analytics']","[0, 0, 1, 2, 5, 5, 10, 10, 10]","[2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
"Data Engineer, TS/SCI FSP",Motion Recruitment,"Chantilly, VA",135000.0,170000.0,"['python', 'java', 'machine learning', 'artificial intelligence', 'kafka', 'data infrastructure', 'data engineering', 'sql', 'security', 'cyber security']","[0, 0, 2, 2, 4, 4, 4, 5, 10, 10]","[2.0, 0.0, 2.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Principal Data Scientist,Meijer,"Grand Rapids, MI 49525",120736.7249,184119.7185,"['python', 'r', 'statistics', 'machine learning', 'nlp', 'natural language processing', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'scikit', 'numpy', 'pandas', 'nltk', 'databricks', 'sql', 'azure', 'azure ml', 'github', 'economics', 'security', 'team leadership']","[0, 0, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 5, 6, 6, 6, 10, 10, 10]","[2.0, 1.0, 5.0, 6.0, 1.0, 1.0, 3.0, 0.0, 0.0, 0.0, 3.0]"
Data Scientist,Syntelligent Analytic Solutions,"Anacostia, DC",107000.0,115000.0,"['python', 'machine learning', 'natural language processing', 'large language models', 'data science', 'data mining', 'sql', 'excel', 'data visualization', 'security']","[0, 2, 2, 2, 2, 2, 5, 7, 7, 10]","[1.0, 0.0, 5.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0]"
Lead Machine Learning Engineer,Disney Entertainment and ESPN Product & Technology,"New York, NY 10013",175800.0,235700.0,"['python', 'java', 'scala', 'machine learning', 'data mining', 'tensorflow', 'pytorch', 'spark', 'kafka', 'airflow', 'databricks', 'big data', 'etl', 'data pipelines', 'aws', 'sagemaker', 'docker', 'Kubeflow', 'data governance', 'communication skills']","[0, 0, 0, 2, 2, 3, 3, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 10, 10]","[3.0, 0.0, 2.0, 2.0, 7.0, 0.0, 4.0, 0.0, 0.0, 0.0, 2.0]"
Senior Statistician - NV,Medtronic,"Irvine, CA",118400.0,177600.0,"['r', 'statistics', 'regression', 'statistical inference', 'gcp', 'excel', 'compliance']","[0, 1, 1, 1, 6, 7, 10]","[1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]"
AI Governance Lead,Sumitomo Mitsui Banking Corporation,"New York, NY 10172",163000.0,260000.0,"['finance', 'compliance']","[10, 10]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Sr Data Scientist - Merchandise Scaling (applied ML),Target,"Brooklyn Park, MN 55445",95000.0,171000.0,"['python', 'statistics', 'optimization', 'machine learning', 'data science', 'compliance', 'security', 'communication skills', 'physics', 'operations research']","[0, 1, 1, 2, 2, 10, 10, 10, 10, 10]","[1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0]"
Data Scientist Skill Level 2,"Prime Time Consulting, L.L.C","Fort Meade, MD 20755",115000.0,145000.0,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'data mining', 'sql', 'operations research']","[0, 0, 0, 1, 2, 2, 5, 10]","[3.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Data Scientist,Denver Health,"Denver, CO 80203",73500.0,113900.0,"['sql', 'excel', 'tableau', 'data visualization']","[5, 7, 7, 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0]"
Technical Lead- AI-based Autonomous Driving Systems,Bosch Group,"Sunnyvale, CA 94085",240000.0,300000.0,"['python', 'c++', 'azure', 'communication skills']","[0, 0, 6, 10]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
AI/ML Engineer,Emcube Technlogy,"Aberdeen, MD 21001",100000.0,110000.0,"['python', 'java', 'c++', 'calculus', 'linear algebra', 'probability', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'ai/ml', 'artificial intelligence', 'tensorflow', 'pytorch', 'keras', 'spark', 'hadoop', 'big data', 'aws', 'azure', 'gcp', 'github', 'ci/cd', 'model evaluation']","[0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 6, 6, 6, 6, 6, 8]","[3.0, 3.0, 7.0, 3.0, 3.0, 0.0, 5.0, 0.0, 1.0, 0.0, 0.0]"
Gen AI Specialist,Emcube Technlogy,"Aberdeen, MD 21001",85000.0,125000.0,"['python', 'machine learning', 'nlp', 'natural language processing', 'computer vision', 'reinforcement learning', 'generative ai', 'large language models', 'artificial intelligence', 'tensorflow', 'pytorch', 'numpy', 'pandas', 'hugging face', 'transformers', 'spark', 'aws', 'sagemaker', 'github', 'model deployment', 'distributed computing', 'dask', 'compliance']","[0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 6, 6, 6, 8, 9, 9, 10]","[1.0, 0.0, 8.0, 6.0, 1.0, 0.0, 3.0, 0.0, 1.0, 2.0, 1.0]"
"Principal Software Engineer - AWS, Java, AI",JPMorganChase,"Plano, TX 75024",154157.0318,220440.8648,"['java', 'machine learning', 'artificial intelligence', 'aws', 'security']","[0, 2, 2, 6, 10]","[1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
ML Engineer,Key2Source INC,Remote,166400.0,187200.0,"['python', 'machine learning', 'big data']","[0, 2, 4]","[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Director, Data Science tags.new",The Knot Worldwide,"Washington, DC",136403.04350000003,166276.25,"['python', 'c', 'go', 'statistics', 'optimization', 'experimental design', 'machine learning', 'data science', 'spark', 'databricks', 'big data', 'data engineering', 'sql', 'aws', 'azure', 'gcp', 'economics', 'data governance']","[0, 0, 0, 1, 1, 1, 2, 2, 4, 4, 4, 4, 5, 6, 6, 6, 10, 10]","[3.0, 3.0, 2.0, 0.0, 4.0, 1.0, 3.0, 0.0, 0.0, 0.0, 2.0]"
"Principal Applied Scientist - Generative AI, Trust and Store Integrity Science",Amazon,"Seattle, WA",179000.0,309400.0,"['python', 'machine learning', 'natural language processing', 'generative ai', 'large language models', 'ai/ml', 'aws', 'fraud detection']","[0, 2, 2, 2, 2, 2, 6, 10]","[1.0, 0.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
Data & AI Architect,MojoTech,Remote,130000.0,170000.0,"['python', 'optimization', 'generative ai', 'rag', 'spark', 'airflow', 'databricks', 'big data', 'data pipelines', 'data engineering', 'sql', 'data modeling', 'aws', 'sagemaker', 'ci/cd', 'security']","[0, 1, 2, 2, 4, 4, 4, 4, 4, 4, 5, 5, 6, 6, 6, 10]","[1.0, 1.0, 2.0, 0.0, 6.0, 2.0, 3.0, 0.0, 0.0, 0.0, 1.0]"
Artificial Intelligence/Machine Learning (AI/ML) Engineer,Shield Consulting Solutions,"Annapolis Junction, MD",152444.13199999998,208002.438,"['machine learning', 'deep learning', 'ai/ml', 'artificial intelligence', 'data science']","[2, 2, 2, 2, 2]","[0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Manager 3, Data Science",Intuit,"Plano, TX 75024",141673.3826,285742.23870000005,"['python', 'statistics', 'llm', 'data science', 'sql', 'tableau', 'data visualization', 'finance']","[0, 1, 2, 2, 5, 7, 7, 10]","[1.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0]"
Senior Machine Learning Operation Engineer,Lytx,"San Diego, CA 92121",179500.0,189000.0,"['python', 'c++', 'go', 'linux', 'regression', 'machine learning', 'mapreduce', 'airflow', 'big data', 'data engineering', 'aws', 'sagemaker', 'ansible', 'git', 'model deployment']","[0, 0, 0, 0, 1, 2, 4, 4, 4, 4, 6, 6, 6, 6, 8]","[4.0, 1.0, 1.0, 0.0, 4.0, 0.0, 4.0, 0.0, 1.0, 0.0, 0.0]"
Lead AI/ML Engineer-Python and RAG,Infosys,"Charlotte, NC",116522.3538,193316.6444,"['python', 'optimization', 'machine learning', 'deep learning', 'nlp', 'generative ai', 'rag', 'data science', 'vector databases', 'data engineering', 'aws', 'sagemaker', 'ci/cd', 'model monitoring', 'model validation', 'finance', 'communication skills']","[0, 1, 2, 2, 2, 2, 2, 2, 2, 4, 6, 6, 6, 8, 8, 10, 10]","[1.0, 1.0, 7.0, 0.0, 1.0, 0.0, 3.0, 0.0, 2.0, 0.0, 2.0]"
Data Scientist II,EchoStar Careers,"Englewood, CO 80112",115254.8,115254.8,['sql'],[5],"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mathematical Statistician III,Joint Research and Development (JRAD),Remote,85009.59999999999,169998.4,"['statistics', 'security']","[1, 10]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"Sr. Manager, Statistical Methodology and Innovation",Bristol-Myers Squibb,"Cambridge, MA",180850.6,235824.33800000005,"['data science', 'excel', 'data privacy']","[2, 7, 10]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
Senior Data Scientist,Shield Consulting Solutions,"Annapolis Junction, MD",136330.892,243944.46,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'artificial intelligence', 'data mining', 'operations research']","[0, 0, 0, 1, 2, 2, 2, 10]","[3.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Artificial Intelligence Operations Engineer,ManTech,"Ashburn, VA 20147",118922.3559,191696.845,"['java', 'shell scripting', 'artificial intelligence', 'spark', 'hadoop', 'hive', 'pig', 'kafka', 'sql', 'oracle', 'mongodb', 'cassandra', 'dynamodb', 'nosql', 'elasticsearch', 'aws', 'jenkins', 'git', 'rest api', 'security']","[0, 0, 2, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 8, 10]","[2.0, 0.0, 1.0, 0.0, 5.0, 7.0, 3.0, 0.0, 1.0, 0.0, 1.0]"
Lead Generative AI Engineer,Excelacom,"Reston, VA",159545.2569,200364.2751,"['python', 'optimization', 'machine learning', 'deep learning', 'nlp', 'reinforcement learning', 'generative ai', 'rag', 'ai/ml', 'data science', 'foundation models', 'pytorch', 'hugging face', 'transformers', 'kubernetes', 'excel', 'mlflow', 'llmops', 'ray', 'communication skills']","[0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 6, 7, 8, 8, 9, 10]","[1.0, 1.0, 9.0, 3.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0]"
Principal Statistical Programmer,Katalyst Healthcares & Life Sciences,"Dallas, TX",150155.34990000003,230180.8295,['statistics'],[1],"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Senior Manager, Machine Learning",Cohere Health,Remote,200000.0,225000.0,"['python', 'statistics', 'classification', 'optimization', 'machine learning', 'nlp', 'large language models', 'data science', 'data mining', 'economics']","[0, 1, 1, 1, 2, 2, 2, 2, 2, 10]","[1.0, 3.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Lead AI Full Stack ENgineer,Orion Innovation,"Edison, NJ",109482.9228,169416.2012,"['python', 'typescript', 'react', 'llm', 'rag', 'security']","[0, 0, 0, 2, 2, 10]","[3.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Data Annotation Team Supervisor,Enabled Intelligence,"Falls Church, VA 22042",60000.0,65000.0,"['artificial intelligence', 'excel', 'security', 'communication skills']","[2, 7, 10, 10]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0]"
"Software Engineer, AI",Arkatechture,Remote,156334.272,185237.3727,"['python', 'optimization', 'ai/ml', 'data science', 'databricks', 'data warehousing', 'aws', 'sagemaker', 'docker', 'kubernetes', 'git', 'ci/cd', 'business intelligence', 'model deployment']","[0, 1, 2, 2, 4, 5, 6, 6, 6, 6, 6, 6, 7, 8]","[1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 6.0, 1.0, 1.0, 0.0, 0.0]"
Sr Data Scientist,The Hartford,"Chicago, IL 60290",110720.0,166080.0,"['python', 'r', 'statistics', 'statistical modeling', 'machine learning', 'data science', 'data engineering', 'sql']","[0, 0, 1, 1, 2, 2, 4, 5]","[2.0, 2.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Data Scientist II, Rider Experience",Uber,"New York, NY",155000.0,172000.0,"['python', 'r', 'go', 'statistics', 'machine learning', 'data science', 'predictive modeling', 'sql', 'economics', 'operations research']","[0, 0, 0, 1, 2, 2, 2, 5, 10, 10]","[3.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
